handwritten,rules,cost-filter,no-dup-vars,sub-prog,split-phase,bench,variable,value
True,t2.json,1.0,True,True,False,q-prod,time,5.60396933555603
True,t2.json,1.0,True,True,False,q-prod,cost,60.592000000000006
True,t2.json,1.0,True,True,False,2d-conv,time,3.754237651824951
True,t2.json,1.0,True,True,False,2d-conv,cost,29.747999999999994
True,t2.json,1.0,True,True,False,mat-mul,time,3.3161532878875732
True,t2.json,1.0,True,True,False,mat-mul,cost,4.948
True,t2.json,1.0,True,False,True,q-prod,time,189.08669018745422
True,t2.json,1.0,True,False,True,q-prod,cost,57.27599999999999
True,t2.json,1.0,True,False,True,2d-conv,time,Timed out.
True,t2.json,1.0,True,False,True,2d-conv,cost,-1.0
True,t2.json,1.0,True,False,True,mat-mul,time,4.155975818634033
True,t2.json,1.0,True,False,True,mat-mul,cost,4.156000000000001
True,t2.json,1.0,True,False,False,q-prod,time,7.7583019733428955
True,t2.json,1.0,True,False,False,q-prod,cost,58.968999999999994
True,t2.json,1.0,True,False,False,2d-conv,time,5.0701470375061035
True,t2.json,1.0,True,False,False,2d-conv,cost,34.199999999999996
True,t2.json,1.0,True,False,False,mat-mul,time,3.2989721298217773
True,t2.json,1.0,True,False,False,mat-mul,cost,4.156000000000001
True,t2.json,1.0,False,True,True,q-prod,time,Timed out.
True,t2.json,1.0,False,True,True,q-prod,cost,-1.0
True,t2.json,1.0,False,True,True,2d-conv,time,200.79971957206726
True,t2.json,1.0,False,True,True,2d-conv,cost,24.987999999999996
True,t2.json,1.0,False,True,True,mat-mul,time,186.6615345478058
True,t2.json,1.0,False,True,True,mat-mul,cost,4.156000000000001
True,t2.json,1.0,False,True,False,q-prod,time,78.38665914535522
True,t2.json,1.0,False,True,False,q-prod,cost,60.592
True,t2.json,1.0,False,True,False,2d-conv,time,18.86692523956299
True,t2.json,1.0,False,True,False,2d-conv,cost,29.743999999999996
True,t2.json,1.0,False,True,False,mat-mul,time,5.583984851837158
True,t2.json,1.0,False,True,False,mat-mul,cost,4.948
True,t2.json,1.0,False,False,True,q-prod,time,Timed out.
True,t2.json,1.0,False,False,True,q-prod,cost,-1.0
True,t2.json,1.0,False,False,True,2d-conv,time,221.27266669273376
True,t2.json,1.0,False,False,True,2d-conv,cost,27.007999999999996
True,t2.json,1.0,False,False,True,mat-mul,time,9.036120891571045
True,t2.json,1.0,False,False,True,mat-mul,cost,4.156000000000001
True,t2.json,1.0,False,False,False,q-prod,time,131.61725425720215
True,t2.json,1.0,False,False,False,q-prod,cost,58.065999999999995
True,t2.json,1.0,False,False,False,2d-conv,time,42.445069313049316
True,t2.json,1.0,False,False,False,2d-conv,cost,28.394000000000002
True,t2.json,1.0,False,False,False,mat-mul,time,4.407378196716309
True,t2.json,1.0,False,False,False,mat-mul,cost,4.156000000000001
True,t2.json,10.0,True,True,True,q-prod,time,186.16152954101562
True,t2.json,10.0,True,True,True,q-prod,cost,55.239999999999995
True,t2.json,10.0,True,True,True,2d-conv,time,184.76170921325684
True,t2.json,10.0,True,True,True,2d-conv,cost,24.987999999999996
True,t2.json,10.0,True,True,True,mat-mul,time,Timed out.
True,t2.json,10.0,True,True,True,mat-mul,cost,-1.0
True,t2.json,10.0,True,True,False,q-prod,time,5.123231410980225
True,t2.json,10.0,True,True,False,q-prod,cost,60.592000000000006
True,t2.json,10.0,True,True,False,2d-conv,time,3.6421544551849365
True,t2.json,10.0,True,True,False,2d-conv,cost,29.747999999999994
True,t2.json,10.0,True,True,False,mat-mul,time,3.324080467224121
True,t2.json,10.0,True,True,False,mat-mul,cost,4.948
True,t2.json,10.0,True,False,True,q-prod,time,187.82928729057312
True,t2.json,10.0,True,False,True,q-prod,cost,57.273999999999994
True,t2.json,10.0,True,False,True,2d-conv,time,186.96620154380798
True,t2.json,10.0,True,False,True,2d-conv,cost,25.001999999999995
True,t2.json,10.0,True,False,True,mat-mul,time,184.06905937194824
True,t2.json,10.0,True,False,True,mat-mul,cost,4.156000000000001
True,t2.json,10.0,True,False,False,q-prod,time,6.932627201080322
True,t2.json,10.0,True,False,False,q-prod,cost,58.968999999999994
True,t2.json,10.0,True,False,False,2d-conv,time,4.744379281997681
True,t2.json,10.0,True,False,False,2d-conv,cost,34.199999999999996
True,t2.json,10.0,True,False,False,mat-mul,time,3.252626657485962
True,t2.json,10.0,True,False,False,mat-mul,cost,4.156000000000001
True,t2.json,10.0,False,True,True,q-prod,time,188.30742502212524
True,t2.json,10.0,False,True,True,q-prod,cost,55.437999999999995
True,t2.json,10.0,False,True,True,2d-conv,time,185.91916799545288
True,t2.json,10.0,False,True,True,2d-conv,cost,24.987999999999996
True,t2.json,10.0,False,True,True,mat-mul,time,184.56813430786133
True,t2.json,10.0,False,True,True,mat-mul,cost,4.156000000000001
True,t2.json,10.0,False,True,False,q-prod,time,7.419375419616699
True,t2.json,10.0,False,True,False,q-prod,cost,60.58800000000001
True,t2.json,10.0,False,True,False,2d-conv,time,4.207376480102539
True,t2.json,10.0,False,True,False,2d-conv,cost,29.747999999999994
True,t2.json,10.0,False,True,False,mat-mul,time,3.3861513137817383
True,t2.json,10.0,False,True,False,mat-mul,cost,4.948
True,t2.json,10.0,False,False,True,q-prod,time,190.51785326004028
True,t2.json,10.0,False,False,True,q-prod,cost,57.27599999999999
True,t2.json,10.0,False,False,True,2d-conv,time,186.90318942070007
True,t2.json,10.0,False,False,True,2d-conv,cost,27.012
True,t2.json,10.0,False,False,True,mat-mul,time,24.896769762039185
True,t2.json,10.0,False,False,True,mat-mul,cost,4.156000000000001
True,t2.json,10.0,False,False,False,q-prod,time,11.405119180679321
True,t2.json,10.0,False,False,False,q-prod,cost,58.968999999999994
True,t2.json,10.0,False,False,False,2d-conv,time,6.429242849349976
True,t2.json,10.0,False,False,False,2d-conv,cost,34.199999999999996
True,t2.json,10.0,False,False,False,mat-mul,time,3.304776191711426
True,t2.json,10.0,False,False,False,mat-mul,cost,4.156000000000001
True,t2.json,,True,True,True,q-prod,time,Timed out.
True,t2.json,,True,True,True,q-prod,cost,-1.0
True,t2.json,,True,True,True,2d-conv,time,Timed out.
True,t2.json,,True,True,True,2d-conv,cost,-1.0
True,t2.json,,True,True,True,mat-mul,time,123.57191038131714
True,t2.json,,True,True,True,mat-mul,cost,4.948
True,t2.json,,True,True,False,q-prod,time,Timed out.
True,t2.json,,True,True,False,q-prod,cost,-1.0
True,t2.json,,True,True,False,2d-conv,time,Timed out.
True,t2.json,,True,True,False,2d-conv,cost,-1.0
True,t2.json,,True,True,False,mat-mul,time,123.59185433387756
True,t2.json,,True,True,False,mat-mul,cost,4.948
True,t2.json,,True,False,True,q-prod,time,191.08990240097046
True,t2.json,,True,False,True,q-prod,cost,595.965
True,t2.json,,True,False,True,2d-conv,time,186.9380922317505
True,t2.json,,True,False,True,2d-conv,cost,441.3640000000001
True,t2.json,,True,False,True,mat-mul,time,183.0961263179779
True,t2.json,,True,False,True,mat-mul,cost,4.552
True,t2.json,,True,False,False,q-prod,time,191.00158858299255
True,t2.json,,True,False,False,q-prod,cost,595.965
True,t2.json,,True,False,False,2d-conv,time,186.81310296058655
True,t2.json,,True,False,False,2d-conv,cost,441.3640000000001
True,t2.json,,True,False,False,mat-mul,time,183.151136636734
True,t2.json,,True,False,False,mat-mul,cost,4.552
True,t2.json,,False,True,True,q-prod,time,Timed out.
True,t2.json,,False,True,True,q-prod,cost,-1.0
True,t2.json,,False,True,True,2d-conv,time,Timed out.
True,t2.json,,False,True,True,2d-conv,cost,-1.0
True,t2.json,,False,True,True,mat-mul,time,123.57777762413025
True,t2.json,,False,True,True,mat-mul,cost,4.948
True,t2.json,,False,True,False,q-prod,time,Timed out.
True,t2.json,,False,True,False,q-prod,cost,-1.0
True,t2.json,,False,True,False,2d-conv,time,Timed out.
True,t2.json,,False,True,False,2d-conv,cost,-1.0
True,t2.json,,False,True,False,mat-mul,time,123.59282636642456
True,t2.json,,False,True,False,mat-mul,cost,4.948
True,t2.json,,False,False,True,q-prod,time,191.10683488845825
True,t2.json,,False,False,True,q-prod,cost,595.965
True,t2.json,,False,False,True,2d-conv,time,186.9305818080902
True,t2.json,,False,False,True,2d-conv,cost,441.3640000000001
True,t2.json,,False,False,True,mat-mul,time,183.09944319725037
True,t2.json,,False,False,True,mat-mul,cost,4.552
True,t2.json,,False,False,False,q-prod,time,191.01897430419922
True,t2.json,,False,False,False,q-prod,cost,595.965
True,t2.json,,False,False,False,2d-conv,time,186.7504436969757
True,t2.json,,False,False,False,2d-conv,cost,441.3640000000001
True,t2.json,,False,False,False,mat-mul,time,183.1032190322876
True,t2.json,,False,False,False,mat-mul,cost,4.552
True,,-10.0,True,True,True,q-prod,time,58.0858633518219
True,,-10.0,True,True,True,q-prod,cost,56.705000000000005
True,,-10.0,True,True,True,2d-conv,time,1.1913816928863525
True,,-10.0,True,True,True,2d-conv,cost,28.552
True,,-10.0,True,True,True,mat-mul,time,0.09308910369873047
True,,-10.0,True,True,True,mat-mul,cost,4.156000000000001
True,,-10.0,True,True,False,q-prod,time,57.722654819488525
True,,-10.0,True,True,False,q-prod,cost,58.58600000000001
True,,-10.0,True,True,False,2d-conv,time,1.216930627822876
True,,-10.0,True,True,False,2d-conv,cost,29.739999999999995
True,,-10.0,True,True,False,mat-mul,time,0.09302186965942383
True,,-10.0,True,True,False,mat-mul,cost,4.948
True,,-10.0,True,False,True,q-prod,time,88.36990571022034
True,,-10.0,True,False,True,q-prod,cost,54.526999999999994
True,,-10.0,True,False,True,2d-conv,time,2.0820062160491943
True,,-10.0,True,False,True,2d-conv,cost,26.175999999999988
True,,-10.0,True,False,True,mat-mul,time,0.10088682174682617
True,,-10.0,True,False,True,mat-mul,cost,4.156000000000001
True,,-10.0,True,False,False,q-prod,time,88.24193477630615
True,,-10.0,True,False,False,q-prod,cost,54.526999999999994
True,,-10.0,True,False,False,2d-conv,time,2.036789894104004
True,,-10.0,True,False,False,2d-conv,cost,26.175999999999988
True,,-10.0,True,False,False,mat-mul,time,0.09911704063415527
True,,-10.0,True,False,False,mat-mul,cost,4.156000000000001
True,,-10.0,False,True,True,q-prod,time,56.85179138183594
True,,-10.0,False,True,True,q-prod,cost,56.705000000000005
True,,-10.0,False,True,True,2d-conv,time,1.1891262531280518
True,,-10.0,False,True,True,2d-conv,cost,28.552
True,,-10.0,False,True,True,mat-mul,time,0.09247970581054688
True,,-10.0,False,True,True,mat-mul,cost,4.156000000000001
True,,-10.0,False,True,False,q-prod,time,56.57804250717163
True,,-10.0,False,True,False,q-prod,cost,58.58600000000001
True,,-10.0,False,True,False,2d-conv,time,1.2013065814971924
True,,-10.0,False,True,False,2d-conv,cost,29.739999999999995
True,,-10.0,False,True,False,mat-mul,time,0.09317278861999512
True,,-10.0,False,True,False,mat-mul,cost,4.948
True,,-10.0,False,False,True,q-prod,time,89.0281035900116
True,,-10.0,False,False,True,q-prod,cost,54.526999999999994
True,,-10.0,False,False,True,2d-conv,time,2.104151964187622
True,,-10.0,False,False,True,2d-conv,cost,26.175999999999988
True,,-10.0,False,False,True,mat-mul,time,0.09881782531738281
True,,-10.0,False,False,True,mat-mul,cost,4.156000000000001
True,,-10.0,False,False,False,q-prod,time,89.73254108428955
True,,-10.0,False,False,False,q-prod,cost,54.526999999999994
True,,-10.0,False,False,False,2d-conv,time,2.070385694503784
True,,-10.0,False,False,False,2d-conv,cost,26.175999999999988
True,,-10.0,False,False,False,mat-mul,time,0.1006324291229248
True,,-10.0,False,False,False,mat-mul,cost,4.156000000000001
True,,0.0,True,True,True,q-prod,time,0.30817556381225586
True,,0.0,True,True,True,q-prod,cost,60.251
True,,0.0,True,True,True,2d-conv,time,0.03763294219970703
True,,0.0,True,True,True,2d-conv,cost,24.987999999999996
True,,0.0,True,True,True,mat-mul,time,0.01556086540222168
True,,0.0,True,True,True,mat-mul,cost,4.156000000000001
True,,0.0,True,True,False,q-prod,time,0.014430522918701172
True,,0.0,True,True,False,q-prod,cost,296.165
True,,0.0,True,True,False,2d-conv,time,0.011428356170654297
True,,0.0,True,True,False,2d-conv,cost,29.739999999999995
True,,0.0,True,True,False,mat-mul,time,0.004200458526611328
True,,0.0,True,True,False,mat-mul,cost,4.948
True,,0.0,True,False,True,q-prod,time,0.2488851547241211
True,,0.0,True,False,True,q-prod,cost,176.625
True,,0.0,True,False,True,2d-conv,time,0.06838464736938477
True,,0.0,True,False,True,2d-conv,cost,34.176
True,,0.0,True,False,True,mat-mul,time,0.0038840770721435547
True,,0.0,True,False,True,mat-mul,cost,4.156000000000001
True,,0.0,True,False,False,q-prod,time,0.011920928955078125
True,,0.0,True,False,False,q-prod,cost,306.08600000000007
True,,0.0,True,False,False,2d-conv,time,0.008886337280273438
True,,0.0,True,False,False,2d-conv,cost,446.544
True,,0.0,True,False,False,mat-mul,time,0.0029001235961914062
True,,0.0,True,False,False,mat-mul,cost,4.156000000000001
True,,0.0,False,True,True,q-prod,time,0.30086493492126465
True,,0.0,False,True,True,q-prod,cost,60.251
True,,0.0,False,True,True,2d-conv,time,0.03740835189819336
True,,0.0,False,True,True,2d-conv,cost,24.987999999999996
True,,0.0,False,True,True,mat-mul,time,0.015249252319335938
True,,0.0,False,True,True,mat-mul,cost,4.156000000000001
True,,0.0,False,True,False,q-prod,time,0.014153480529785156
True,,0.0,False,True,False,q-prod,cost,296.165
True,,0.0,False,True,False,2d-conv,time,0.011261224746704102
True,,0.0,False,True,False,2d-conv,cost,29.739999999999995
True,,0.0,False,True,False,mat-mul,time,0.004027128219604492
True,,0.0,False,True,False,mat-mul,cost,4.948
True,,0.0,False,False,True,q-prod,time,0.24943137168884277
True,,0.0,False,False,True,q-prod,cost,176.625
True,,0.0,False,False,True,2d-conv,time,0.0675649642944336
True,,0.0,False,False,True,2d-conv,cost,34.176
True,,0.0,False,False,True,mat-mul,time,0.003886699676513672
True,,0.0,False,False,True,mat-mul,cost,4.156000000000001
True,,0.0,False,False,False,q-prod,time,0.01189422607421875
True,,0.0,False,False,False,q-prod,cost,306.08600000000007
True,,0.0,False,False,False,2d-conv,time,0.007750988006591797
True,,0.0,False,False,False,2d-conv,cost,446.544
True,,0.0,False,False,False,mat-mul,time,0.0030355453491210938
True,,0.0,False,False,False,mat-mul,cost,4.156000000000001
True,,1.0,True,True,True,q-prod,time,0.2558860778808594
True,,1.0,True,True,True,q-prod,cost,58.251
True,,1.0,True,True,True,2d-conv,time,0.03401994705200195
True,,1.0,True,True,True,2d-conv,cost,24.987999999999996
True,,1.0,True,True,True,mat-mul,time,0.013737916946411133
True,,1.0,True,True,True,mat-mul,cost,4.156000000000001
True,,1.0,True,True,False,q-prod,time,0.014114618301391602
True,,1.0,True,True,False,q-prod,cost,296.165
True,,1.0,True,True,False,2d-conv,time,0.011381387710571289
True,,1.0,True,True,False,2d-conv,cost,29.739999999999995
True,,1.0,True,True,False,mat-mul,time,0.004072427749633789
True,,1.0,True,True,False,mat-mul,cost,4.948
True,,1.0,True,False,True,q-prod,time,0.2654225826263428
True,,1.0,True,False,True,q-prod,cost,175.625
True,,1.0,True,False,True,2d-conv,time,0.053323984146118164
True,,1.0,True,False,True,2d-conv,cost,30.175999999999995
True,,1.0,True,False,True,mat-mul,time,0.0038509368896484375
True,,1.0,True,False,True,mat-mul,cost,4.156000000000001
True,,1.0,True,False,False,q-prod,time,0.011777162551879883
True,,1.0,True,False,False,q-prod,cost,306.08600000000007
True,,1.0,True,False,False,2d-conv,time,0.007767438888549805
True,,1.0,True,False,False,2d-conv,cost,446.544
True,,1.0,True,False,False,mat-mul,time,0.002954244613647461
True,,1.0,True,False,False,mat-mul,cost,4.156000000000001
True,,1.0,False,True,True,q-prod,time,0.24879217147827148
True,,1.0,False,True,True,q-prod,cost,58.251
True,,1.0,False,True,True,2d-conv,time,0.03422188758850098
True,,1.0,False,True,True,2d-conv,cost,24.987999999999996
True,,1.0,False,True,True,mat-mul,time,0.013895750045776367
True,,1.0,False,True,True,mat-mul,cost,4.156000000000001
True,,1.0,False,True,False,q-prod,time,0.014188051223754883
True,,1.0,False,True,False,q-prod,cost,296.165
True,,1.0,False,True,False,2d-conv,time,0.011378049850463867
True,,1.0,False,True,False,2d-conv,cost,29.739999999999995
True,,1.0,False,True,False,mat-mul,time,0.0040988922119140625
True,,1.0,False,True,False,mat-mul,cost,4.948
True,,1.0,False,False,True,q-prod,time,0.2588226795196533
True,,1.0,False,False,True,q-prod,cost,175.625
True,,1.0,False,False,True,2d-conv,time,0.05309176445007324
True,,1.0,False,False,True,2d-conv,cost,30.175999999999995
True,,1.0,False,False,True,mat-mul,time,0.003865957260131836
True,,1.0,False,False,True,mat-mul,cost,4.156000000000001
True,,1.0,False,False,False,q-prod,time,0.011783123016357422
True,,1.0,False,False,False,q-prod,cost,306.08600000000007
True,,1.0,False,False,False,2d-conv,time,0.007667064666748047
True,,1.0,False,False,False,2d-conv,cost,446.544
True,,1.0,False,False,False,mat-mul,time,0.0029807090759277344
True,,1.0,False,False,False,mat-mul,cost,4.156000000000001
True,,10.0,True,True,True,q-prod,time,0.27401256561279297
True,,10.0,True,True,True,q-prod,cost,58.251
True,,10.0,True,True,True,2d-conv,time,0.034810543060302734
True,,10.0,True,True,True,2d-conv,cost,24.987999999999996
True,,10.0,True,True,True,mat-mul,time,0.014066457748413086
True,,10.0,True,True,True,mat-mul,cost,4.156000000000001
True,,10.0,True,True,False,q-prod,time,0.014102935791015625
True,,10.0,True,True,False,q-prod,cost,296.165
True,,10.0,True,True,False,2d-conv,time,0.01119685173034668
True,,10.0,True,True,False,2d-conv,cost,29.739999999999995
True,,10.0,True,True,False,mat-mul,time,0.0040721893310546875
True,,10.0,True,True,False,mat-mul,cost,4.948
True,,10.0,True,False,True,q-prod,time,0.2959306240081787
True,,10.0,True,False,True,q-prod,cost,175.625
True,,10.0,True,False,True,2d-conv,time,0.05445742607116699
True,,10.0,True,False,True,2d-conv,cost,30.175999999999995
True,,10.0,True,False,True,mat-mul,time,0.00392913818359375
True,,10.0,True,False,True,mat-mul,cost,4.156000000000001
True,,10.0,True,False,False,q-prod,time,0.011694908142089844
True,,10.0,True,False,False,q-prod,cost,306.08600000000007
True,,10.0,True,False,False,2d-conv,time,0.007562398910522461
True,,10.0,True,False,False,2d-conv,cost,446.544
True,,10.0,True,False,False,mat-mul,time,0.002894878387451172
True,,10.0,True,False,False,mat-mul,cost,4.156000000000001
True,,10.0,False,True,True,q-prod,time,0.2755129337310791
True,,10.0,False,True,True,q-prod,cost,58.251
True,,10.0,False,True,True,2d-conv,time,0.03473401069641113
True,,10.0,False,True,True,2d-conv,cost,24.987999999999996
True,,10.0,False,True,True,mat-mul,time,0.013925552368164062
True,,10.0,False,True,True,mat-mul,cost,4.156000000000001
True,,10.0,False,True,False,q-prod,time,0.013858556747436523
True,,10.0,False,True,False,q-prod,cost,296.165
True,,10.0,False,True,False,2d-conv,time,0.011219024658203125
True,,10.0,False,True,False,2d-conv,cost,29.739999999999995
True,,10.0,False,True,False,mat-mul,time,0.003999471664428711
True,,10.0,False,True,False,mat-mul,cost,4.948
True,,10.0,False,False,True,q-prod,time,0.2928919792175293
True,,10.0,False,False,True,q-prod,cost,175.625
True,,10.0,False,False,True,2d-conv,time,0.0544736385345459
True,,10.0,False,False,True,2d-conv,cost,30.175999999999995
True,,10.0,False,False,True,mat-mul,time,0.003917694091796875
True,,10.0,False,False,True,mat-mul,cost,4.156000000000001
True,,10.0,False,False,False,q-prod,time,0.011668682098388672
True,,10.0,False,False,False,q-prod,cost,306.08600000000007
True,,10.0,False,False,False,2d-conv,time,0.00761103630065918
True,,10.0,False,False,False,2d-conv,cost,446.544
True,,10.0,False,False,False,mat-mul,time,0.002911806106567383
True,,10.0,False,False,False,mat-mul,cost,4.156000000000001
True,,,True,True,True,q-prod,time,58.30043435096741
True,,,True,True,True,q-prod,cost,58.58600000000001
True,,,True,True,True,2d-conv,time,1.179612159729004
True,,,True,True,True,2d-conv,cost,29.739999999999995
True,,,True,True,True,mat-mul,time,0.09258699417114258
True,,,True,True,True,mat-mul,cost,4.948
True,,,True,True,False,q-prod,time,58.3688907623291
True,,,True,True,False,q-prod,cost,58.58600000000001
True,,,True,True,False,2d-conv,time,1.1989843845367432
True,,,True,True,False,2d-conv,cost,29.739999999999995
True,,,True,True,False,mat-mul,time,0.09294986724853516
True,,,True,True,False,mat-mul,cost,4.948
True,,,True,False,True,q-prod,time,88.96754145622253
True,,,True,False,True,q-prod,cost,54.526999999999994
True,,,True,False,True,2d-conv,time,2.127230167388916
True,,,True,False,True,2d-conv,cost,26.175999999999988
True,,,True,False,True,mat-mul,time,0.10447382926940918
True,,,True,False,True,mat-mul,cost,4.156000000000001
True,,,True,False,False,q-prod,time,89.22569179534912
True,,,True,False,False,q-prod,cost,54.526999999999994
True,,,True,False,False,2d-conv,time,2.097836494445801
True,,,True,False,False,2d-conv,cost,26.175999999999988
True,,,True,False,False,mat-mul,time,0.10300993919372559
True,,,True,False,False,mat-mul,cost,4.156000000000001
True,,,False,True,True,q-prod,time,58.08703970909119
True,,,False,True,True,q-prod,cost,58.58600000000001
True,,,False,True,True,2d-conv,time,1.2140414714813232
True,,,False,True,True,2d-conv,cost,29.739999999999995
