handwritten,rules,cost-filter,no-dup-vars,sub-prog,split-phase,bench,variable,value
True,,,False,True,True,mat-mul,time,0.09306955337524414
True,,,False,True,True,mat-mul,cost,4.948
True,,,False,True,False,q-prod,time,58.01037359237671
True,,,False,True,False,q-prod,cost,58.58600000000001
True,,,False,True,False,2d-conv,time,1.21358060836792
True,,,False,True,False,2d-conv,cost,29.739999999999995
True,,,False,True,False,mat-mul,time,0.09267568588256836
True,,,False,True,False,mat-mul,cost,4.948
True,,,False,False,True,q-prod,time,88.58289647102356
True,,,False,False,True,q-prod,cost,54.526999999999994
True,,,False,False,True,2d-conv,time,2.0650105476379395
True,,,False,False,True,2d-conv,cost,26.175999999999988
True,,,False,False,True,mat-mul,time,0.09991335868835449
True,,,False,False,True,mat-mul,cost,4.156000000000001
True,,,False,False,False,q-prod,time,89.12637639045715
True,,,False,False,False,q-prod,cost,54.526999999999994
True,,,False,False,False,2d-conv,time,2.0588603019714355
True,,,False,False,False,2d-conv,cost,26.175999999999988
True,,,False,False,False,mat-mul,time,0.10050439834594727
True,,,False,False,False,mat-mul,cost,4.156000000000001
False,t2.json,-10.0,True,True,True,q-prod,time,Timed out.
False,t2.json,-10.0,True,True,True,q-prod,cost,-1.0
False,t2.json,-10.0,True,True,True,2d-conv,time,Timed out.
False,t2.json,-10.0,True,True,True,2d-conv,cost,-1.0
False,t2.json,-10.0,True,True,True,mat-mul,time,181.3532350063324
False,t2.json,-10.0,True,True,True,mat-mul,cost,6.155999999999999
False,t2.json,-10.0,True,True,False,q-prod,time,Timed out.
False,t2.json,-10.0,True,True,False,q-prod,cost,-1.0
False,t2.json,-10.0,True,True,False,2d-conv,time,Timed out.
False,t2.json,-10.0,True,True,False,2d-conv,cost,-1.0
False,t2.json,-10.0,True,True,False,mat-mul,time,182.08669352531433
False,t2.json,-10.0,True,True,False,mat-mul,cost,6.948
False,t2.json,-10.0,True,False,True,q-prod,time,202.86399388313293
False,t2.json,-10.0,True,False,True,q-prod,cost,567.3729999999999
False,t2.json,-10.0,True,False,True,2d-conv,time,110.559974193573
False,t2.json,-10.0,True,False,True,2d-conv,cost,-1.0
False,t2.json,-10.0,True,False,True,mat-mul,time,97.0567889213562
False,t2.json,-10.0,True,False,True,mat-mul,cost,4.156000000000001
False,t2.json,-10.0,True,False,False,q-prod,time,127.20071935653687
False,t2.json,-10.0,True,False,False,q-prod,cost,-1.0
False,t2.json,-10.0,True,False,False,2d-conv,time,208.0346758365631
False,t2.json,-10.0,True,False,False,2d-conv,cost,437.88300000000004
False,t2.json,-10.0,True,False,False,mat-mul,time,98.27863335609436
False,t2.json,-10.0,True,False,False,mat-mul,cost,4.156000000000001
False,t2.json,-10.0,False,True,True,q-prod,time,Timed out.
False,t2.json,-10.0,False,True,True,q-prod,cost,-1.0
False,t2.json,-10.0,False,True,True,2d-conv,time,Timed out.
False,t2.json,-10.0,False,True,True,2d-conv,cost,-1.0
False,t2.json,-10.0,False,True,True,mat-mul,time,124.40891742706299
False,t2.json,-10.0,False,True,True,mat-mul,cost,6.155999999999999
False,t2.json,-10.0,False,True,False,q-prod,time,Timed out.
False,t2.json,-10.0,False,True,False,q-prod,cost,-1.0
False,t2.json,-10.0,False,True,False,2d-conv,time,Timed out.
False,t2.json,-10.0,False,True,False,2d-conv,cost,-1.0
False,t2.json,-10.0,False,True,False,mat-mul,time,124.12383818626404
False,t2.json,-10.0,False,True,False,mat-mul,cost,6.948
False,t2.json,-10.0,False,False,True,q-prod,time,187.3529405593872
False,t2.json,-10.0,False,False,True,q-prod,cost,596.965
False,t2.json,-10.0,False,False,True,2d-conv,time,184.90127444267273
False,t2.json,-10.0,False,False,True,2d-conv,cost,461.756
False,t2.json,-10.0,False,False,True,mat-mul,time,184.57866668701172
False,t2.json,-10.0,False,False,True,mat-mul,cost,6.155999999999999
False,t2.json,-10.0,False,False,False,q-prod,time,184.15971159934998
False,t2.json,-10.0,False,False,False,q-prod,cost,597.0640000000001
False,t2.json,-10.0,False,False,False,2d-conv,time,184.18681073188782
False,t2.json,-10.0,False,False,False,2d-conv,cost,462.64699999999993
False,t2.json,-10.0,False,False,False,mat-mul,time,183.80194973945618
False,t2.json,-10.0,False,False,False,mat-mul,cost,6.948
False,t2.json,0.0,True,True,True,q-prod,time,Timed out.
False,t2.json,0.0,True,True,True,q-prod,cost,-1.0
False,t2.json,0.0,True,True,True,2d-conv,time,Timed out.
False,t2.json,0.0,True,True,True,2d-conv,cost,-1.0
False,t2.json,0.0,True,True,True,mat-mul,time,185.35237979888916
False,t2.json,0.0,True,True,True,mat-mul,cost,4.156000000000001
False,t2.json,0.0,True,True,False,q-prod,time,153.86492228507996
False,t2.json,0.0,True,True,False,q-prod,cost,60.6
False,t2.json,0.0,True,True,False,2d-conv,time,72.89431166648865
False,t2.json,0.0,True,True,False,2d-conv,cost,29.739999999999995
False,t2.json,0.0,True,True,False,mat-mul,time,4.103433609008789
False,t2.json,0.0,True,True,False,mat-mul,cost,4.948
False,t2.json,0.0,True,False,True,q-prod,time,Timed out.
False,t2.json,0.0,True,False,True,q-prod,cost,-1.0
False,t2.json,0.0,True,False,True,2d-conv,time,235.65595936775208
False,t2.json,0.0,True,False,True,2d-conv,cost,26.200000000000003
False,t2.json,0.0,True,False,True,mat-mul,time,4.375581502914429
False,t2.json,0.0,True,False,True,mat-mul,cost,4.156000000000001
False,t2.json,0.0,True,False,False,q-prod,time,185.90627360343933
False,t2.json,0.0,True,False,False,q-prod,cost,55.87199999999999
False,t2.json,0.0,True,False,False,2d-conv,time,54.88093447685242
False,t2.json,0.0,True,False,False,2d-conv,cost,26.200000000000003
False,t2.json,0.0,True,False,False,mat-mul,time,3.5013558864593506
False,t2.json,0.0,True,False,False,mat-mul,cost,4.156000000000001
False,t2.json,0.0,False,True,True,q-prod,time,Timed out.
False,t2.json,0.0,False,True,True,q-prod,cost,-1.0
False,t2.json,0.0,False,True,True,2d-conv,time,Timed out.
False,t2.json,0.0,False,True,True,2d-conv,cost,-1.0
False,t2.json,0.0,False,True,True,mat-mul,time,199.67749905586243
False,t2.json,0.0,False,True,True,mat-mul,cost,4.156000000000001
False,t2.json,0.0,False,True,False,q-prod,time,208.6691861152649
False,t2.json,0.0,False,True,False,q-prod,cost,64.592
False,t2.json,0.0,False,True,False,2d-conv,time,Timed out.
False,t2.json,0.0,False,True,False,2d-conv,cost,-1.0
False,t2.json,0.0,False,True,False,mat-mul,time,18.787455797195435
False,t2.json,0.0,False,True,False,mat-mul,cost,4.948
False,t2.json,0.0,False,False,True,q-prod,time,Timed out.
False,t2.json,0.0,False,False,True,q-prod,cost,-1.0
False,t2.json,0.0,False,False,True,2d-conv,time,Timed out.
False,t2.json,0.0,False,False,True,2d-conv,cost,-1.0
False,t2.json,0.0,False,False,True,mat-mul,time,12.255005836486816
False,t2.json,0.0,False,False,True,mat-mul,cost,4.156000000000001
False,t2.json,0.0,False,False,False,q-prod,time,184.86819696426392
False,t2.json,0.0,False,False,False,q-prod,cost,65.13900000000001
False,t2.json,0.0,False,False,False,2d-conv,time,184.80098509788513
False,t2.json,0.0,False,False,False,2d-conv,cost,26.200000000000003
False,t2.json,0.0,False,False,False,mat-mul,time,7.805034637451172
False,t2.json,0.0,False,False,False,mat-mul,cost,4.156000000000001
False,t2.json,1.0,True,True,True,q-prod,time,197.91763520240784
False,t2.json,1.0,True,True,True,q-prod,cost,62.454
False,t2.json,1.0,True,True,True,2d-conv,time,185.13621187210083
False,t2.json,1.0,True,True,True,2d-conv,cost,30.199999999999996
False,t2.json,1.0,True,True,True,mat-mul,time,Timed out.
False,t2.json,1.0,True,True,True,mat-mul,cost,-1.0
False,t2.json,1.0,True,True,False,q-prod,time,5.348849058151245
False,t2.json,1.0,True,True,False,q-prod,cost,74.59800000000001
False,t2.json,1.0,True,True,False,2d-conv,time,3.7636497020721436
False,t2.json,1.0,True,True,False,2d-conv,cost,45.748000000000005
False,t2.json,1.0,True,True,False,mat-mul,time,3.367469549179077
False,t2.json,1.0,True,True,False,mat-mul,cost,6.948
False,t2.json,1.0,True,False,True,q-prod,time,Timed out.
False,t2.json,1.0,True,False,True,q-prod,cost,-1.0
False,t2.json,1.0,True,False,True,2d-conv,time,Timed out.
False,t2.json,1.0,True,False,True,2d-conv,cost,-1.0
False,t2.json,1.0,True,False,True,mat-mul,time,4.1246254444122314
False,t2.json,1.0,True,False,True,mat-mul,cost,4.156000000000001
False,t2.json,1.0,True,False,False,q-prod,time,4.889495372772217
False,t2.json,1.0,True,False,False,q-prod,cost,69.87199999999999
False,t2.json,1.0,True,False,False,2d-conv,time,3.6400225162506104
False,t2.json,1.0,True,False,False,2d-conv,cost,42.199999999999996
False,t2.json,1.0,True,False,False,mat-mul,time,3.247619390487671
False,t2.json,1.0,True,False,False,mat-mul,cost,6.155999999999999
False,t2.json,1.0,False,True,True,q-prod,time,Timed out.
False,t2.json,1.0,False,True,True,q-prod,cost,-1.0
False,t2.json,1.0,False,True,True,2d-conv,time,199.2313370704651
False,t2.json,1.0,False,True,True,2d-conv,cost,30.199999999999996
False,t2.json,1.0,False,True,True,mat-mul,time,186.57176208496094
False,t2.json,1.0,False,True,True,mat-mul,cost,4.156000000000001
False,t2.json,1.0,False,True,False,q-prod,time,77.90013861656189
False,t2.json,1.0,False,True,False,q-prod,cost,73.59200000000001
False,t2.json,1.0,False,True,False,2d-conv,time,18.311415672302246
False,t2.json,1.0,False,True,False,2d-conv,cost,37.74799999999999
False,t2.json,1.0,False,True,False,mat-mul,time,5.51281476020813
False,t2.json,1.0,False,True,False,mat-mul,cost,6.948
False,t2.json,1.0,False,False,True,q-prod,time,218.52610850334167
False,t2.json,1.0,False,False,True,q-prod,cost,63.87199999999999
False,t2.json,1.0,False,False,True,2d-conv,time,192.03226161003113
False,t2.json,1.0,False,False,True,2d-conv,cost,28.200000000000003
False,t2.json,1.0,False,False,True,mat-mul,time,8.921142816543579
False,t2.json,1.0,False,False,True,mat-mul,cost,4.156000000000001
False,t2.json,1.0,False,False,False,q-prod,time,39.38020610809326
False,t2.json,1.0,False,False,False,q-prod,cost,68.87199999999999
False,t2.json,1.0,False,False,False,2d-conv,time,11.241537809371948
False,t2.json,1.0,False,False,False,2d-conv,cost,34.199999999999996
False,t2.json,1.0,False,False,False,mat-mul,time,4.334845304489136
False,t2.json,1.0,False,False,False,mat-mul,cost,6.155999999999999
False,t2.json,10.0,True,True,True,q-prod,time,185.7742474079132
False,t2.json,10.0,True,True,True,q-prod,cost,62.454
False,t2.json,10.0,True,True,True,2d-conv,time,184.51579999923706
False,t2.json,10.0,True,True,True,2d-conv,cost,30.199999999999996
False,t2.json,10.0,True,True,True,mat-mul,time,Timed out.
False,t2.json,10.0,True,True,True,mat-mul,cost,-1.0
False,t2.json,10.0,True,True,False,q-prod,time,4.867845773696899
False,t2.json,10.0,True,True,False,q-prod,cost,74.59800000000001
False,t2.json,10.0,True,True,False,2d-conv,time,3.6375489234924316
False,t2.json,10.0,True,True,False,2d-conv,cost,45.748000000000005
False,t2.json,10.0,True,True,False,mat-mul,time,3.2764899730682373
False,t2.json,10.0,True,True,False,mat-mul,cost,6.948
False,t2.json,10.0,True,False,True,q-prod,time,232.4630937576294
False,t2.json,10.0,True,False,True,q-prod,cost,63.87199999999999
False,t2.json,10.0,True,False,True,2d-conv,time,194.6182701587677
False,t2.json,10.0,True,False,True,2d-conv,cost,30.2
False,t2.json,10.0,True,False,True,mat-mul,time,190.74405980110168
False,t2.json,10.0,True,False,True,mat-mul,cost,4.156000000000001
False,t2.json,10.0,True,False,False,q-prod,time,4.590515613555908
False,t2.json,10.0,True,False,False,q-prod,cost,69.87199999999999
False,t2.json,10.0,True,False,False,2d-conv,time,3.5323123931884766
False,t2.json,10.0,True,False,False,2d-conv,cost,42.199999999999996
False,t2.json,10.0,True,False,False,mat-mul,time,3.260518789291382
False,t2.json,10.0,True,False,False,mat-mul,cost,6.155999999999999
False,t2.json,10.0,False,True,True,q-prod,time,187.9240791797638
False,t2.json,10.0,False,True,True,q-prod,cost,58.846000000000004
False,t2.json,10.0,False,True,True,2d-conv,time,185.44413471221924
False,t2.json,10.0,False,True,True,2d-conv,cost,30.199999999999996
False,t2.json,10.0,False,True,True,mat-mul,time,184.4543333053589
False,t2.json,10.0,False,True,True,mat-mul,cost,4.156000000000001
False,t2.json,10.0,False,True,False,q-prod,time,7.315727472305298
False,t2.json,10.0,False,True,False,q-prod,cost,74.596
False,t2.json,10.0,False,True,False,2d-conv,time,4.296839475631714
False,t2.json,10.0,False,True,False,2d-conv,cost,45.751999999999995
False,t2.json,10.0,False,True,False,mat-mul,time,3.3832406997680664
False,t2.json,10.0,False,True,False,mat-mul,cost,6.948
False,t2.json,10.0,False,False,True,q-prod,time,186.18426656723022
False,t2.json,10.0,False,False,True,q-prod,cost,57.87199999999999
False,t2.json,10.0,False,False,True,2d-conv,time,184.74199223518372
False,t2.json,10.0,False,False,True,2d-conv,cost,30.2
False,t2.json,10.0,False,False,True,mat-mul,time,25.94546890258789
False,t2.json,10.0,False,False,True,mat-mul,cost,4.156000000000001
False,t2.json,10.0,False,False,False,q-prod,time,6.257842779159546
False,t2.json,10.0,False,False,False,q-prod,cost,69.87199999999999
False,t2.json,10.0,False,False,False,2d-conv,time,3.9084103107452393
False,t2.json,10.0,False,False,False,2d-conv,cost,42.199999999999996
False,t2.json,10.0,False,False,False,mat-mul,time,3.2917094230651855
False,t2.json,10.0,False,False,False,mat-mul,cost,6.155999999999999
False,t2.json,,True,True,True,q-prod,time,Timed out.
False,t2.json,,True,True,True,q-prod,cost,-1.0
False,t2.json,,True,True,True,2d-conv,time,Timed out.
False,t2.json,,True,True,True,2d-conv,cost,-1.0
False,t2.json,,True,True,True,mat-mul,time,122.81272172927856
False,t2.json,,True,True,True,mat-mul,cost,6.948
False,t2.json,,True,True,False,q-prod,time,Timed out.
False,t2.json,,True,True,False,q-prod,cost,-1.0
False,t2.json,,True,True,False,2d-conv,time,Timed out.
False,t2.json,,True,True,False,2d-conv,cost,-1.0
False,t2.json,,True,True,False,mat-mul,time,122.81814980506897
False,t2.json,,True,True,False,mat-mul,cost,6.948
False,t2.json,,True,False,True,q-prod,time,183.33219528198242
False,t2.json,,True,False,True,q-prod,cost,597.0640000000001
False,t2.json,,True,False,True,2d-conv,time,183.40359139442444
False,t2.json,,True,False,True,2d-conv,cost,462.64699999999993
False,t2.json,,True,False,True,mat-mul,time,183.0242121219635
False,t2.json,,True,False,True,mat-mul,cost,6.948
False,t2.json,,True,False,False,q-prod,time,183.36682105064392
False,t2.json,,True,False,False,q-prod,cost,597.0640000000001
False,t2.json,,True,False,False,2d-conv,time,183.39952683448792
False,t2.json,,True,False,False,2d-conv,cost,462.64699999999993
False,t2.json,,True,False,False,mat-mul,time,183.02129435539246
False,t2.json,,True,False,False,mat-mul,cost,6.948
False,t2.json,,False,True,True,q-prod,time,Timed out.
False,t2.json,,False,True,True,q-prod,cost,-1.0
False,t2.json,,False,True,True,2d-conv,time,Timed out.
False,t2.json,,False,True,True,2d-conv,cost,-1.0
False,t2.json,,False,True,True,mat-mul,time,122.80344796180725
False,t2.json,,False,True,True,mat-mul,cost,6.948
False,t2.json,,False,True,False,q-prod,time,Timed out.
False,t2.json,,False,True,False,q-prod,cost,-1.0
False,t2.json,,False,True,False,2d-conv,time,Timed out.
False,t2.json,,False,True,False,2d-conv,cost,-1.0
False,t2.json,,False,True,False,mat-mul,time,122.81127429008484
False,t2.json,,False,True,False,mat-mul,cost,6.948
False,t2.json,,False,False,True,q-prod,time,183.30212497711182
False,t2.json,,False,False,True,q-prod,cost,597.0640000000001
False,t2.json,,False,False,True,2d-conv,time,183.41821599006653
False,t2.json,,False,False,True,2d-conv,cost,462.64699999999993
False,t2.json,,False,False,True,mat-mul,time,183.02022647857666
False,t2.json,,False,False,True,mat-mul,cost,6.948
False,t2.json,,False,False,False,q-prod,time,183.34693908691406
False,t2.json,,False,False,False,q-prod,cost,597.0640000000001
False,t2.json,,False,False,False,2d-conv,time,183.4500732421875
False,t2.json,,False,False,False,2d-conv,cost,462.64699999999993
False,t2.json,,False,False,False,mat-mul,time,183.08123397827148
False,t2.json,,False,False,False,mat-mul,cost,6.948
False,,-10.0,True,True,True,q-prod,time,0.009877681732177734
False,,-10.0,True,True,True,q-prod,cost,606.5590000000001
False,,-10.0,True,True,True,2d-conv,time,0.005194664001464844
False,,-10.0,True,True,True,2d-conv,cost,912.9159999999999
False,,-10.0,True,True,True,mat-mul,time,0.0025713443756103516
False,,-10.0,True,True,True,mat-mul,cost,224.148
False,,-10.0,True,True,False,q-prod,time,0.005788564682006836
False,,-10.0,True,True,False,q-prod,cost,606.5590000000001
False,,-10.0,True,True,False,2d-conv,time,0.00473475456237793
False,,-10.0,True,True,False,2d-conv,cost,912.9159999999999
False,,-10.0,True,True,False,mat-mul,time,0.002371072769165039
False,,-10.0,True,True,False,mat-mul,cost,224.148
False,,-10.0,True,False,True,q-prod,time,0.003351449966430664
False,,-10.0,True,False,True,q-prod,cost,606.5590000000001
False,,-10.0,True,False,True,2d-conv,time,0.002928495407104492
False,,-10.0,True,False,True,2d-conv,cost,912.9159999999999
False,,-10.0,True,False,True,mat-mul,time,0.001977205276489258
False,,-10.0,True,False,True,mat-mul,cost,224.148
False,,-10.0,True,False,False,q-prod,time,0.003115415573120117
False,,-10.0,True,False,False,q-prod,cost,606.5590000000001
False,,-10.0,True,False,False,2d-conv,time,0.0027222633361816406
False,,-10.0,True,False,False,2d-conv,cost,912.9159999999999
False,,-10.0,True,False,False,mat-mul,time,0.0018916130065917969
False,,-10.0,True,False,False,mat-mul,cost,224.148
False,,-10.0,False,True,True,q-prod,time,0.0060613155364990234
False,,-10.0,False,True,True,q-prod,cost,606.5590000000001
False,,-10.0,False,True,True,2d-conv,time,0.004938364028930664
False,,-10.0,False,True,True,2d-conv,cost,912.9159999999999
False,,-10.0,False,True,True,mat-mul,time,0.002479076385498047
False,,-10.0,False,True,True,mat-mul,cost,224.148
False,,-10.0,False,True,False,q-prod,time,0.005808591842651367
False,,-10.0,False,True,False,q-prod,cost,606.5590000000001
False,,-10.0,False,True,False,2d-conv,time,0.004744529724121094
False,,-10.0,False,True,False,2d-conv,cost,912.9159999999999
False,,-10.0,False,True,False,mat-mul,time,0.0023682117462158203
False,,-10.0,False,True,False,mat-mul,cost,224.148
False,,-10.0,False,False,True,q-prod,time,0.0033729076385498047
False,,-10.0,False,False,True,q-prod,cost,606.5590000000001
False,,-10.0,False,False,True,2d-conv,time,0.002949953079223633
False,,-10.0,False,False,True,2d-conv,cost,912.9159999999999
False,,-10.0,False,False,True,mat-mul,time,0.002004384994506836
False,,-10.0,False,False,True,mat-mul,cost,224.148
False,,-10.0,False,False,False,q-prod,time,0.003090381622314453
False,,-10.0,False,False,False,q-prod,cost,606.5590000000001
False,,-10.0,False,False,False,2d-conv,time,0.002691984176635742
False,,-10.0,False,False,False,2d-conv,cost,912.9159999999999
False,,-10.0,False,False,False,mat-mul,time,0.001888275146484375
False,,-10.0,False,False,False,mat-mul,cost,224.148
False,,0.0,True,True,True,q-prod,time,0.006016731262207031
False,,0.0,True,True,True,q-prod,cost,606.5590000000001
False,,0.0,True,True,True,2d-conv,time,0.0049474239349365234
False,,0.0,True,True,True,2d-conv,cost,912.9159999999999
False,,0.0,True,True,True,mat-mul,time,0.002459287643432617
False,,0.0,True,True,True,mat-mul,cost,224.148
False,,0.0,True,True,False,q-prod,time,0.005790233612060547
False,,0.0,True,True,False,q-prod,cost,606.5590000000001
False,,0.0,True,True,False,2d-conv,time,0.00472712516784668
False,,0.0,True,True,False,2d-conv,cost,912.9159999999999
False,,0.0,True,True,False,mat-mul,time,0.002399444580078125
False,,0.0,True,True,False,mat-mul,cost,224.148
False,,0.0,True,False,True,q-prod,time,0.0033311843872070312
False,,0.0,True,False,True,q-prod,cost,606.5590000000001
False,,0.0,True,False,True,2d-conv,time,0.002925872802734375
False,,0.0,True,False,True,2d-conv,cost,912.9159999999999
False,,0.0,True,False,True,mat-mul,time,0.0020461082458496094
False,,0.0,True,False,True,mat-mul,cost,224.148
False,,0.0,True,False,False,q-prod,time,0.003117084503173828
False,,0.0,True,False,False,q-prod,cost,606.5590000000001
False,,0.0,True,False,False,2d-conv,time,0.002732515335083008
False,,0.0,True,False,False,2d-conv,cost,912.9159999999999
False,,0.0,True,False,False,mat-mul,time,0.001859426498413086
False,,0.0,True,False,False,mat-mul,cost,224.148
False,,0.0,False,True,True,q-prod,time,0.005971431732177734
False,,0.0,False,True,True,q-prod,cost,606.5590000000001
False,,0.0,False,True,True,2d-conv,time,0.004923343658447266
False,,0.0,False,True,True,2d-conv,cost,912.9159999999999
False,,0.0,False,True,True,mat-mul,time,0.0024971961975097656
False,,0.0,False,True,True,mat-mul,cost,224.148
False,,0.0,False,True,False,q-prod,time,0.005785703659057617
False,,0.0,False,True,False,q-prod,cost,606.5590000000001
False,,0.0,False,True,False,2d-conv,time,0.0047109127044677734
False,,0.0,False,True,False,2d-conv,cost,912.9159999999999
False,,0.0,False,True,False,mat-mul,time,0.0023801326751708984
False,,0.0,False,True,False,mat-mul,cost,224.148
False,,0.0,False,False,True,q-prod,time,0.003369569778442383
False,,0.0,False,False,True,q-prod,cost,606.5590000000001
False,,0.0,False,False,True,2d-conv,time,0.0029494762420654297
False,,0.0,False,False,True,2d-conv,cost,912.9159999999999
False,,0.0,False,False,True,mat-mul,time,0.001974344253540039
False,,0.0,False,False,True,mat-mul,cost,224.148
False,,0.0,False,False,False,q-prod,time,0.003163576126098633
False,,0.0,False,False,False,q-prod,cost,606.5590000000001
False,,0.0,False,False,False,2d-conv,time,0.0027658939361572266
False,,0.0,False,False,False,2d-conv,cost,912.9159999999999
False,,0.0,False,False,False,mat-mul,time,0.0019183158874511719
False,,0.0,False,False,False,mat-mul,cost,224.148
False,,1.0,True,True,True,q-prod,time,0.006043672561645508
False,,1.0,True,True,True,q-prod,cost,606.5590000000001
False,,1.0,True,True,True,2d-conv,time,0.004956483840942383
False,,1.0,True,True,True,2d-conv,cost,912.9159999999999
False,,1.0,True,True,True,mat-mul,time,0.002507925033569336
False,,1.0,True,True,True,mat-mul,cost,224.148
False,,1.0,True,True,False,q-prod,time,0.005783796310424805
False,,1.0,True,True,False,q-prod,cost,606.5590000000001
False,,1.0,True,True,False,2d-conv,time,0.004744052886962891
False,,1.0,True,True,False,2d-conv,cost,912.9159999999999
False,,1.0,True,True,False,mat-mul,time,0.0023627281188964844
False,,1.0,True,True,False,mat-mul,cost,224.148
False,,1.0,True,False,True,q-prod,time,0.003339529037475586
False,,1.0,True,False,True,q-prod,cost,606.5590000000001
False,,1.0,True,False,True,2d-conv,time,0.002945423126220703
False,,1.0,True,False,True,2d-conv,cost,912.9159999999999
False,,1.0,True,False,True,mat-mul,time,0.0020055770874023438
False,,1.0,True,False,True,mat-mul,cost,224.148
False,,1.0,True,False,False,q-prod,time,0.0031435489654541016
False,,1.0,True,False,False,q-prod,cost,606.5590000000001
False,,1.0,True,False,False,2d-conv,time,0.0026941299438476562
False,,1.0,True,False,False,2d-conv,cost,912.9159999999999
False,,1.0,True,False,False,mat-mul,time,0.0019037723541259766
False,,1.0,True,False,False,mat-mul,cost,224.148
False,,1.0,False,True,True,q-prod,time,0.005977630615234375
False,,1.0,False,True,True,q-prod,cost,606.5590000000001
False,,1.0,False,True,True,2d-conv,time,0.004973649978637695
False,,1.0,False,True,True,2d-conv,cost,912.9159999999999
False,,1.0,False,True,True,mat-mul,time,0.0025031566619873047
False,,1.0,False,True,True,mat-mul,cost,224.148
False,,1.0,False,True,False,q-prod,time,0.0058650970458984375
False,,1.0,False,True,False,q-prod,cost,606.5590000000001
False,,1.0,False,True,False,2d-conv,time,0.0047910213470458984
False,,1.0,False,True,False,2d-conv,cost,912.9159999999999
False,,1.0,False,True,False,mat-mul,time,0.002397298812866211
False,,1.0,False,True,False,mat-mul,cost,224.148
False,,1.0,False,False,True,q-prod,time,0.003390073776245117
False,,1.0,False,False,True,q-prod,cost,606.5590000000001
False,,1.0,False,False,True,2d-conv,time,0.002956867218017578
False,,1.0,False,False,True,2d-conv,cost,912.9159999999999
False,,1.0,False,False,True,mat-mul,time,0.0019741058349609375
False,,1.0,False,False,True,mat-mul,cost,224.148
False,,1.0,False,False,False,q-prod,time,0.003142833709716797
False,,1.0,False,False,False,q-prod,cost,606.5590000000001
False,,1.0,False,False,False,2d-conv,time,0.0027251243591308594
False,,1.0,False,False,False,2d-conv,cost,912.9159999999999
False,,1.0,False,False,False,mat-mul,time,0.0019059181213378906
False,,1.0,False,False,False,mat-mul,cost,224.148
False,,10.0,True,True,True,q-prod,time,0.006024837493896484
False,,10.0,True,True,True,q-prod,cost,606.5590000000001
False,,10.0,True,True,True,2d-conv,time,0.0049936771392822266
False,,10.0,True,True,True,2d-conv,cost,912.9159999999999
False,,10.0,True,True,True,mat-mul,time,0.0025758743286132812
False,,10.0,True,True,True,mat-mul,cost,224.148
False,,10.0,True,True,False,q-prod,time,0.0058269500732421875
False,,10.0,True,True,False,q-prod,cost,606.5590000000001
False,,10.0,True,True,False,2d-conv,time,0.004847049713134766
False,,10.0,True,True,False,2d-conv,cost,912.9159999999999
False,,10.0,True,True,False,mat-mul,time,0.0023987293243408203
False,,10.0,True,True,False,mat-mul,cost,224.148
False,,10.0,True,False,True,q-prod,time,0.003378629684448242
False,,10.0,True,False,True,q-prod,cost,606.5590000000001
False,,10.0,True,False,True,2d-conv,time,0.0029952526092529297
False,,10.0,True,False,True,2d-conv,cost,912.9159999999999
False,,10.0,True,False,True,mat-mul,time,0.0020689964294433594
False,,10.0,True,False,True,mat-mul,cost,224.148
False,,10.0,True,False,False,q-prod,time,0.0031347274780273438
False,,10.0,True,False,False,q-prod,cost,606.5590000000001
False,,10.0,True,False,False,2d-conv,time,0.002777099609375
False,,10.0,True,False,False,2d-conv,cost,912.9159999999999
False,,10.0,True,False,False,mat-mul,time,0.0019249916076660156
False,,10.0,True,False,False,mat-mul,cost,224.148
False,,10.0,False,True,True,q-prod,time,0.00603485107421875
False,,10.0,False,True,True,q-prod,cost,606.5590000000001
False,,10.0,False,True,True,2d-conv,time,0.005015134811401367
False,,10.0,False,True,True,2d-conv,cost,912.9159999999999
False,,10.0,False,True,True,mat-mul,time,0.00251007080078125
False,,10.0,False,True,True,mat-mul,cost,224.148
False,,10.0,False,True,False,q-prod,time,0.005916595458984375
False,,10.0,False,True,False,q-prod,cost,606.5590000000001
False,,10.0,False,True,False,2d-conv,time,0.004757881164550781
False,,10.0,False,True,False,2d-conv,cost,912.9159999999999
False,,10.0,False,True,False,mat-mul,time,0.0024340152740478516
False,,10.0,False,True,False,mat-mul,cost,224.148
False,,10.0,False,False,True,q-prod,time,0.0033884048461914062
False,,10.0,False,False,True,q-prod,cost,606.5590000000001
False,,10.0,False,False,True,2d-conv,time,0.0029420852661132812
False,,10.0,False,False,True,2d-conv,cost,912.9159999999999
False,,10.0,False,False,True,mat-mul,time,0.0021262168884277344
False,,10.0,False,False,True,mat-mul,cost,224.148
False,,10.0,False,False,False,q-prod,time,0.003142118453979492
False,,10.0,False,False,False,q-prod,cost,606.5590000000001
False,,10.0,False,False,False,2d-conv,time,0.0027878284454345703
False,,10.0,False,False,False,2d-conv,cost,912.9159999999999
False,,10.0,False,False,False,mat-mul,time,0.0018873214721679688
False,,10.0,False,False,False,mat-mul,cost,224.148
False,,,True,True,True,q-prod,time,0.006024360656738281
False,,,True,True,True,q-prod,cost,606.5590000000001
False,,,True,True,True,2d-conv,time,0.004984378814697266
False,,,True,True,True,2d-conv,cost,912.9159999999999
False,,,True,True,True,mat-mul,time,0.0024912357330322266
False,,,True,True,True,mat-mul,cost,224.148
