rules,cost-filter,sub-prog,split-phase,bench,id,variable,value
time-ablation/rules-t-60.json,0,False,,2d-conv,16,cost,888.924
time-ablation/rules-t-60.json,0,False,,2d-conv,16,phase_1_n,0
time-ablation/rules-t-60.json,0,False,,2d-conv,16,phase_2_n,23
time-ablation/rules-t-60.json,0,False,,2d-conv,16,phase_3_n,0
time-ablation/rules-t-60.json,0,False,,2d-conv,16,impr_cost,
time-ablation/rules-t-60.json,0,False,,mat-mul,17,time,0.0676889419555664
time-ablation/rules-t-60.json,0,False,,mat-mul,17,cost,4.156000000000001
time-ablation/rules-t-60.json,0,False,,mat-mul,17,phase_1_n,0
time-ablation/rules-t-60.json,0,False,,mat-mul,17,phase_2_n,23
time-ablation/rules-t-60.json,0,False,,mat-mul,17,phase_3_n,0
time-ablation/rules-t-60.json,0,False,,mat-mul,17,impr_cost,
time-ablation/rules-t-60.json,5,True,auto,q-prod,18,time,0.08049154281616211
time-ablation/rules-t-60.json,5,True,auto,q-prod,18,cost,314.765
time-ablation/rules-t-60.json,5,True,auto,q-prod,18,phase_1_n,0
time-ablation/rules-t-60.json,5,True,auto,q-prod,18,phase_2_n,17
time-ablation/rules-t-60.json,5,True,auto,q-prod,18,phase_3_n,0
time-ablation/rules-t-60.json,5,True,auto,q-prod,18,impr_cost,
time-ablation/rules-t-60.json,5,True,auto,2d-conv,19,time,0.07126331329345703
time-ablation/rules-t-60.json,5,True,auto,2d-conv,19,cost,889.7159999999999
time-ablation/rules-t-60.json,5,True,auto,2d-conv,19,phase_1_n,0
time-ablation/rules-t-60.json,5,True,auto,2d-conv,19,phase_2_n,17
time-ablation/rules-t-60.json,5,True,auto,2d-conv,19,phase_3_n,0
time-ablation/rules-t-60.json,5,True,auto,2d-conv,19,impr_cost,
time-ablation/rules-t-60.json,5,True,auto,mat-mul,20,time,0.06687545776367188
time-ablation/rules-t-60.json,5,True,auto,mat-mul,20,cost,6.948
time-ablation/rules-t-60.json,5,True,auto,mat-mul,20,phase_1_n,0
time-ablation/rules-t-60.json,5,True,auto,mat-mul,20,phase_2_n,17
time-ablation/rules-t-60.json,5,True,auto,mat-mul,20,phase_3_n,0
time-ablation/rules-t-60.json,5,True,auto,mat-mul,20,impr_cost,
time-ablation/rules-t-60.json,5,True,handwritten,q-prod,21,time,0.06705904006958008
time-ablation/rules-t-60.json,5,True,handwritten,q-prod,21,cost,-1.0
time-ablation/rules-t-60.json,5,True,handwritten,q-prod,21,phase_1_n,
time-ablation/rules-t-60.json,5,True,handwritten,q-prod,21,phase_2_n,
time-ablation/rules-t-60.json,5,True,handwritten,q-prod,21,phase_3_n,
time-ablation/rules-t-60.json,5,True,handwritten,q-prod,21,impr_cost,
time-ablation/rules-t-60.json,5,True,handwritten,2d-conv,22,time,0.06608104705810547
time-ablation/rules-t-60.json,5,True,handwritten,2d-conv,22,cost,-1.0
time-ablation/rules-t-60.json,5,True,handwritten,2d-conv,22,phase_1_n,
time-ablation/rules-t-60.json,5,True,handwritten,2d-conv,22,phase_2_n,
time-ablation/rules-t-60.json,5,True,handwritten,2d-conv,22,phase_3_n,
time-ablation/rules-t-60.json,5,True,handwritten,2d-conv,22,impr_cost,
time-ablation/rules-t-60.json,5,True,handwritten,mat-mul,23,time,0.06541824340820312
time-ablation/rules-t-60.json,5,True,handwritten,mat-mul,23,cost,-1.0
time-ablation/rules-t-60.json,5,True,handwritten,mat-mul,23,phase_1_n,
time-ablation/rules-t-60.json,5,True,handwritten,mat-mul,23,phase_2_n,
time-ablation/rules-t-60.json,5,True,handwritten,mat-mul,23,phase_3_n,
time-ablation/rules-t-60.json,5,True,handwritten,mat-mul,23,impr_cost,
time-ablation/rules-t-60.json,5,True,,q-prod,24,time,0.07882404327392578
time-ablation/rules-t-60.json,5,True,,q-prod,24,cost,314.765
time-ablation/rules-t-60.json,5,True,,q-prod,24,phase_1_n,0
time-ablation/rules-t-60.json,5,True,,q-prod,24,phase_2_n,17
time-ablation/rules-t-60.json,5,True,,q-prod,24,phase_3_n,0
time-ablation/rules-t-60.json,5,True,,q-prod,24,impr_cost,
time-ablation/rules-t-60.json,5,True,,2d-conv,25,time,0.07225227355957031
time-ablation/rules-t-60.json,5,True,,2d-conv,25,cost,889.7159999999999
time-ablation/rules-t-60.json,5,True,,2d-conv,25,phase_1_n,0
time-ablation/rules-t-60.json,5,True,,2d-conv,25,phase_2_n,17
time-ablation/rules-t-60.json,5,True,,2d-conv,25,phase_3_n,0
time-ablation/rules-t-60.json,5,True,,2d-conv,25,impr_cost,
time-ablation/rules-t-60.json,5,True,,mat-mul,26,time,0.06708502769470215
time-ablation/rules-t-60.json,5,True,,mat-mul,26,cost,6.948
time-ablation/rules-t-60.json,5,True,,mat-mul,26,phase_1_n,0
time-ablation/rules-t-60.json,5,True,,mat-mul,26,phase_2_n,17
time-ablation/rules-t-60.json,5,True,,mat-mul,26,phase_3_n,0
time-ablation/rules-t-60.json,5,True,,mat-mul,26,impr_cost,
time-ablation/rules-t-60.json,5,False,auto,q-prod,27,time,0.08005976676940918
time-ablation/rules-t-60.json,5,False,auto,q-prod,27,cost,314.765
time-ablation/rules-t-60.json,5,False,auto,q-prod,27,phase_1_n,0
time-ablation/rules-t-60.json,5,False,auto,q-prod,27,phase_2_n,17
time-ablation/rules-t-60.json,5,False,auto,q-prod,27,phase_3_n,0
time-ablation/rules-t-60.json,5,False,auto,q-prod,27,impr_cost,
time-ablation/rules-t-60.json,5,False,auto,2d-conv,28,time,0.07066917419433594
time-ablation/rules-t-60.json,5,False,auto,2d-conv,28,cost,889.7159999999999
time-ablation/rules-t-60.json,5,False,auto,2d-conv,28,phase_1_n,0
time-ablation/rules-t-60.json,5,False,auto,2d-conv,28,phase_2_n,17
time-ablation/rules-t-60.json,5,False,auto,2d-conv,28,phase_3_n,0
time-ablation/rules-t-60.json,5,False,auto,2d-conv,28,impr_cost,
time-ablation/rules-t-60.json,5,False,auto,mat-mul,29,time,0.06786346435546875
time-ablation/rules-t-60.json,5,False,auto,mat-mul,29,cost,6.948
time-ablation/rules-t-60.json,5,False,auto,mat-mul,29,phase_1_n,0
time-ablation/rules-t-60.json,5,False,auto,mat-mul,29,phase_2_n,17
time-ablation/rules-t-60.json,5,False,auto,mat-mul,29,phase_3_n,0
time-ablation/rules-t-60.json,5,False,auto,mat-mul,29,impr_cost,
time-ablation/rules-t-60.json,5,False,handwritten,q-prod,30,time,0.06602120399475098
time-ablation/rules-t-60.json,5,False,handwritten,q-prod,30,cost,-1.0
time-ablation/rules-t-60.json,5,False,handwritten,q-prod,30,phase_1_n,
time-ablation/rules-t-60.json,5,False,handwritten,q-prod,30,phase_2_n,
time-ablation/rules-t-60.json,5,False,handwritten,q-prod,30,phase_3_n,
time-ablation/rules-t-60.json,5,False,handwritten,q-prod,30,impr_cost,
time-ablation/rules-t-60.json,5,False,handwritten,2d-conv,31,time,0.06720495223999023
time-ablation/rules-t-60.json,5,False,handwritten,2d-conv,31,cost,-1.0
time-ablation/rules-t-60.json,5,False,handwritten,2d-conv,31,phase_1_n,
time-ablation/rules-t-60.json,5,False,handwritten,2d-conv,31,phase_2_n,
time-ablation/rules-t-60.json,5,False,handwritten,2d-conv,31,phase_3_n,
time-ablation/rules-t-60.json,5,False,handwritten,2d-conv,31,impr_cost,
time-ablation/rules-t-60.json,5,False,handwritten,mat-mul,32,time,0.06569790840148926
time-ablation/rules-t-60.json,5,False,handwritten,mat-mul,32,cost,-1.0
time-ablation/rules-t-60.json,5,False,handwritten,mat-mul,32,phase_1_n,
time-ablation/rules-t-60.json,5,False,handwritten,mat-mul,32,phase_2_n,
time-ablation/rules-t-60.json,5,False,handwritten,mat-mul,32,phase_3_n,
time-ablation/rules-t-60.json,5,False,handwritten,mat-mul,32,impr_cost,
time-ablation/rules-t-60.json,5,False,,q-prod,33,time,0.07994461059570312
time-ablation/rules-t-60.json,5,False,,q-prod,33,cost,314.765
time-ablation/rules-t-60.json,5,False,,q-prod,33,phase_1_n,0
time-ablation/rules-t-60.json,5,False,,q-prod,33,phase_2_n,17
time-ablation/rules-t-60.json,5,False,,q-prod,33,phase_3_n,0
time-ablation/rules-t-60.json,5,False,,q-prod,33,impr_cost,
time-ablation/rules-t-60.json,5,False,,2d-conv,34,time,0.07164287567138672
time-ablation/rules-t-60.json,5,False,,2d-conv,34,cost,889.7159999999999
time-ablation/rules-t-60.json,5,False,,2d-conv,34,phase_1_n,0
time-ablation/rules-t-60.json,5,False,,2d-conv,34,phase_2_n,17
time-ablation/rules-t-60.json,5,False,,2d-conv,34,phase_3_n,0
time-ablation/rules-t-60.json,5,False,,2d-conv,34,impr_cost,
time-ablation/rules-t-60.json,5,False,,mat-mul,35,time,0.06809639930725098
time-ablation/rules-t-60.json,5,False,,mat-mul,35,cost,6.948
time-ablation/rules-t-60.json,5,False,,mat-mul,35,phase_1_n,0
time-ablation/rules-t-60.json,5,False,,mat-mul,35,phase_2_n,17
time-ablation/rules-t-60.json,5,False,,mat-mul,35,phase_3_n,0
time-ablation/rules-t-60.json,5,False,,mat-mul,35,impr_cost,
time-ablation/rules-t-60.json,,True,auto,q-prod,36,time,147.5620355606079
time-ablation/rules-t-60.json,,True,auto,q-prod,36,cost,-1.0
time-ablation/rules-t-60.json,,True,auto,q-prod,36,phase_1_n,5326
time-ablation/rules-t-60.json,,True,auto,q-prod,36,phase_2_n,
time-ablation/rules-t-60.json,,True,auto,q-prod,36,phase_3_n,
time-ablation/rules-t-60.json,,True,auto,q-prod,36,impr_cost,
time-ablation/rules-t-60.json,,True,auto,2d-conv,37,time,210.79294323921204
time-ablation/rules-t-60.json,,True,auto,2d-conv,37,cost,-1.0
time-ablation/rules-t-60.json,,True,auto,2d-conv,37,phase_1_n,5326
time-ablation/rules-t-60.json,,True,auto,2d-conv,37,phase_2_n,
time-ablation/rules-t-60.json,,True,auto,2d-conv,37,phase_3_n,
time-ablation/rules-t-60.json,,True,auto,2d-conv,37,impr_cost,
time-ablation/rules-t-60.json,,True,auto,mat-mul,38,time,272.9407572746277
time-ablation/rules-t-60.json,,True,auto,mat-mul,38,cost,-1.0
time-ablation/rules-t-60.json,,True,auto,mat-mul,38,phase_1_n,5326
time-ablation/rules-t-60.json,,True,auto,mat-mul,38,phase_2_n,
time-ablation/rules-t-60.json,,True,auto,mat-mul,38,phase_3_n,
time-ablation/rules-t-60.json,,True,auto,mat-mul,38,impr_cost,
time-ablation/rules-t-60.json,,True,handwritten,q-prod,39,time,0.050096988677978516
time-ablation/rules-t-60.json,,True,handwritten,q-prod,39,cost,-1.0
time-ablation/rules-t-60.json,,True,handwritten,q-prod,39,phase_1_n,
time-ablation/rules-t-60.json,,True,handwritten,q-prod,39,phase_2_n,
time-ablation/rules-t-60.json,,True,handwritten,q-prod,39,phase_3_n,
time-ablation/rules-t-60.json,,True,handwritten,q-prod,39,impr_cost,
time-ablation/rules-t-60.json,,True,handwritten,2d-conv,40,time,0.05058932304382324
time-ablation/rules-t-60.json,,True,handwritten,2d-conv,40,cost,-1.0
time-ablation/rules-t-60.json,,True,handwritten,2d-conv,40,phase_1_n,
time-ablation/rules-t-60.json,,True,handwritten,2d-conv,40,phase_2_n,
time-ablation/rules-t-60.json,,True,handwritten,2d-conv,40,phase_3_n,
time-ablation/rules-t-60.json,,True,handwritten,2d-conv,40,impr_cost,
time-ablation/rules-t-60.json,,True,handwritten,mat-mul,41,time,0.04973912239074707
time-ablation/rules-t-60.json,,True,handwritten,mat-mul,41,cost,-1.0
time-ablation/rules-t-60.json,,True,handwritten,mat-mul,41,phase_1_n,
time-ablation/rules-t-60.json,,True,handwritten,mat-mul,41,phase_2_n,
time-ablation/rules-t-60.json,,True,handwritten,mat-mul,41,phase_3_n,
time-ablation/rules-t-60.json,,True,handwritten,mat-mul,41,impr_cost,
time-ablation/rules-t-60.json,,True,,q-prod,42,time,445.56204199790955
time-ablation/rules-t-60.json,,True,,q-prod,42,cost,-1.0
time-ablation/rules-t-60.json,,True,,q-prod,42,phase_1_n,0
time-ablation/rules-t-60.json,,True,,q-prod,42,phase_2_n,5520
time-ablation/rules-t-60.json,,True,,q-prod,42,phase_3_n,
time-ablation/rules-t-60.json,,True,,q-prod,42,impr_cost,
time-ablation/rules-t-60.json,,True,,2d-conv,43,time,629.079448223114
time-ablation/rules-t-60.json,,True,,2d-conv,43,cost,-1.0
time-ablation/rules-t-60.json,,True,,2d-conv,43,phase_1_n,0
time-ablation/rules-t-60.json,,True,,2d-conv,43,phase_2_n,5520
time-ablation/rules-t-60.json,,True,,2d-conv,43,phase_3_n,
time-ablation/rules-t-60.json,,True,,2d-conv,43,impr_cost,
time-ablation/rules-t-60.json,,True,,mat-mul,44,time,602.0895175933838
time-ablation/rules-t-60.json,,True,,mat-mul,44,cost,-1.0
time-ablation/rules-t-60.json,,True,,mat-mul,44,phase_1_n,0
time-ablation/rules-t-60.json,,True,,mat-mul,44,phase_2_n,5520
time-ablation/rules-t-60.json,,True,,mat-mul,44,phase_3_n,
time-ablation/rules-t-60.json,,True,,mat-mul,44,impr_cost,
time-ablation/rules-t-60.json,,False,auto,q-prod,45,time,128.38064002990723
time-ablation/rules-t-60.json,,False,auto,q-prod,45,cost,-1.0
time-ablation/rules-t-60.json,,False,auto,q-prod,45,phase_1_n,5326
time-ablation/rules-t-60.json,,False,auto,q-prod,45,phase_2_n,
time-ablation/rules-t-60.json,,False,auto,q-prod,45,phase_3_n,
time-ablation/rules-t-60.json,,False,auto,q-prod,45,impr_cost,
time-ablation/rules-t-60.json,,False,auto,2d-conv,46,time,255.76226377487183
time-ablation/rules-t-60.json,,False,auto,2d-conv,46,cost,-1.0
time-ablation/rules-t-60.json,,False,auto,2d-conv,46,phase_1_n,5326
time-ablation/rules-t-60.json,,False,auto,2d-conv,46,phase_2_n,
time-ablation/rules-t-60.json,,False,auto,2d-conv,46,phase_3_n,
time-ablation/rules-t-60.json,,False,auto,2d-conv,46,impr_cost,
time-ablation/rules-t-60.json,,False,auto,mat-mul,47,time,383.9435143470764
time-ablation/rules-t-60.json,,False,auto,mat-mul,47,cost,-1.0
time-ablation/rules-t-60.json,,False,auto,mat-mul,47,phase_1_n,5326
time-ablation/rules-t-60.json,,False,auto,mat-mul,47,phase_2_n,79
time-ablation/rules-t-60.json,,False,auto,mat-mul,47,phase_3_n,
time-ablation/rules-t-60.json,,False,auto,mat-mul,47,impr_cost,
time-ablation/rules-t-60.json,,False,handwritten,q-prod,48,time,0.10368967056274414
time-ablation/rules-t-60.json,,False,handwritten,q-prod,48,cost,-1.0
time-ablation/rules-t-60.json,,False,handwritten,q-prod,48,phase_1_n,
time-ablation/rules-t-60.json,,False,handwritten,q-prod,48,phase_2_n,
time-ablation/rules-t-60.json,,False,handwritten,q-prod,48,phase_3_n,
time-ablation/rules-t-60.json,,False,handwritten,q-prod,48,impr_cost,
time-ablation/rules-t-60.json,,False,handwritten,2d-conv,49,time,0.051453590393066406
time-ablation/rules-t-60.json,,False,handwritten,2d-conv,49,cost,-1.0
time-ablation/rules-t-60.json,,False,handwritten,2d-conv,49,phase_1_n,
time-ablation/rules-t-60.json,,False,handwritten,2d-conv,49,phase_2_n,
time-ablation/rules-t-60.json,,False,handwritten,2d-conv,49,phase_3_n,
time-ablation/rules-t-60.json,,False,handwritten,2d-conv,49,impr_cost,
time-ablation/rules-t-60.json,,False,handwritten,mat-mul,50,time,0.050446510314941406
time-ablation/rules-t-60.json,,False,handwritten,mat-mul,50,cost,-1.0
time-ablation/rules-t-60.json,,False,handwritten,mat-mul,50,phase_1_n,
time-ablation/rules-t-60.json,,False,handwritten,mat-mul,50,phase_2_n,
time-ablation/rules-t-60.json,,False,handwritten,mat-mul,50,phase_3_n,
time-ablation/rules-t-60.json,,False,handwritten,mat-mul,50,impr_cost,
time-ablation/rules-t-60.json,,False,,q-prod,51,time,431.40213799476624
time-ablation/rules-t-60.json,,False,,q-prod,51,cost,-1.0
time-ablation/rules-t-60.json,,False,,q-prod,51,phase_1_n,0
time-ablation/rules-t-60.json,,False,,q-prod,51,phase_2_n,5520
time-ablation/rules-t-60.json,,False,,q-prod,51,phase_3_n,
time-ablation/rules-t-60.json,,False,,q-prod,51,impr_cost,
time-ablation/rules-t-60.json,,False,,2d-conv,52,time,625.3037343025208
time-ablation/rules-t-60.json,,False,,2d-conv,52,cost,-1.0
time-ablation/rules-t-60.json,,False,,2d-conv,52,phase_1_n,0
time-ablation/rules-t-60.json,,False,,2d-conv,52,phase_2_n,5520
time-ablation/rules-t-60.json,,False,,2d-conv,52,phase_3_n,
time-ablation/rules-t-60.json,,False,,2d-conv,52,impr_cost,
time-ablation/rules-t-60.json,,False,,mat-mul,53,time,330.51697540283203
time-ablation/rules-t-60.json,,False,,mat-mul,53,cost,-1.0
time-ablation/rules-t-60.json,,False,,mat-mul,53,phase_1_n,0
time-ablation/rules-t-60.json,,False,,mat-mul,53,phase_2_n,5520
time-ablation/rules-t-60.json,,False,,mat-mul,53,phase_3_n,
time-ablation/rules-t-60.json,,False,,mat-mul,53,impr_cost,
time-ablation/rules-t-600.json,0,True,auto,q-prod,54,time,0.060431718826293945
time-ablation/rules-t-600.json,0,True,auto,q-prod,54,cost,313.884
time-ablation/rules-t-600.json,0,True,auto,q-prod,54,phase_1_n,5
time-ablation/rules-t-600.json,0,True,auto,q-prod,54,phase_2_n,5
time-ablation/rules-t-600.json,0,True,auto,q-prod,54,phase_3_n,1
time-ablation/rules-t-600.json,0,True,auto,q-prod,54,impr_cost,
time-ablation/rules-t-600.json,0,True,auto,2d-conv,55,time,0.0407867431640625
time-ablation/rules-t-600.json,0,True,auto,2d-conv,55,cost,888.924
time-ablation/rules-t-600.json,0,True,auto,2d-conv,55,phase_1_n,5
time-ablation/rules-t-600.json,0,True,auto,2d-conv,55,phase_2_n,5
time-ablation/rules-t-600.json,0,True,auto,2d-conv,55,phase_3_n,1
time-ablation/rules-t-600.json,0,True,auto,2d-conv,55,impr_cost,
time-ablation/rules-t-600.json,0,True,auto,mat-mul,56,time,0.03959321975708008
time-ablation/rules-t-600.json,0,True,auto,mat-mul,56,cost,6.155999999999999
time-ablation/rules-t-600.json,0,True,auto,mat-mul,56,phase_1_n,5
time-ablation/rules-t-600.json,0,True,auto,mat-mul,56,phase_2_n,5
time-ablation/rules-t-600.json,0,True,auto,mat-mul,56,phase_3_n,1
time-ablation/rules-t-600.json,0,True,auto,mat-mul,56,impr_cost,
time-ablation/rules-t-600.json,0,True,handwritten,q-prod,57,time,0.040045976638793945
time-ablation/rules-t-600.json,0,True,handwritten,q-prod,57,cost,-1.0
time-ablation/rules-t-600.json,0,True,handwritten,q-prod,57,phase_1_n,
time-ablation/rules-t-600.json,0,True,handwritten,q-prod,57,phase_2_n,
time-ablation/rules-t-600.json,0,True,handwritten,q-prod,57,phase_3_n,
time-ablation/rules-t-600.json,0,True,handwritten,q-prod,57,impr_cost,
time-ablation/rules-t-600.json,0,True,handwritten,2d-conv,58,time,0.038666486740112305
time-ablation/rules-t-600.json,0,True,handwritten,2d-conv,58,cost,-1.0
time-ablation/rules-t-600.json,0,True,handwritten,2d-conv,58,phase_1_n,
time-ablation/rules-t-600.json,0,True,handwritten,2d-conv,58,phase_2_n,
time-ablation/rules-t-600.json,0,True,handwritten,2d-conv,58,phase_3_n,
time-ablation/rules-t-600.json,0,True,handwritten,2d-conv,58,impr_cost,
time-ablation/rules-t-600.json,0,True,handwritten,mat-mul,59,time,0.03852987289428711
time-ablation/rules-t-600.json,0,True,handwritten,mat-mul,59,cost,-1.0
time-ablation/rules-t-600.json,0,True,handwritten,mat-mul,59,phase_1_n,
time-ablation/rules-t-600.json,0,True,handwritten,mat-mul,59,phase_2_n,
time-ablation/rules-t-600.json,0,True,handwritten,mat-mul,59,phase_3_n,
time-ablation/rules-t-600.json,0,True,handwritten,mat-mul,59,impr_cost,
time-ablation/rules-t-600.json,0,True,,q-prod,60,time,0.041135549545288086
time-ablation/rules-t-600.json,0,True,,q-prod,60,cost,311.884
time-ablation/rules-t-600.json,0,True,,q-prod,60,phase_1_n,0
time-ablation/rules-t-600.json,0,True,,q-prod,60,phase_2_n,11
time-ablation/rules-t-600.json,0,True,,q-prod,60,phase_3_n,0
time-ablation/rules-t-600.json,0,True,,q-prod,60,impr_cost,
