handwritten,rules,cost-filter,no-dup-vars,sub-prog,split-phase,bench,id,variable,value
True,t2.json,10,False,True,True,mat-mul,86,phase_2_n,261005
True,t2.json,10,False,True,True,mat-mul,86,impr_cost,0.7919999999999998
True,t2.json,10,False,True,False,q-prod,87,time,7.20390772819519
True,t2.json,10,False,True,False,q-prod,87,cost,60.58800000000001
True,t2.json,10,False,True,False,q-prod,87,phase_1_n,8
True,t2.json,10,False,True,False,q-prod,87,phase_2_n,
True,t2.json,10,False,True,False,q-prod,87,impr_cost,
True,t2.json,10,False,True,False,2d-conv,88,time,4.077052593231201
True,t2.json,10,False,True,False,2d-conv,88,cost,29.747999999999994
True,t2.json,10,False,True,False,2d-conv,88,phase_1_n,16
True,t2.json,10,False,True,False,2d-conv,88,phase_2_n,
True,t2.json,10,False,True,False,2d-conv,88,impr_cost,
True,t2.json,10,False,True,False,mat-mul,89,time,3.2933590412139893
True,t2.json,10,False,True,False,mat-mul,89,cost,4.948
True,t2.json,10,False,True,False,mat-mul,89,phase_1_n,4
True,t2.json,10,False,True,False,mat-mul,89,phase_2_n,
True,t2.json,10,False,True,False,mat-mul,89,impr_cost,
True,t2.json,10,False,False,True,q-prod,90,time,370.2742111682892
True,t2.json,10,False,False,True,q-prod,90,cost,57.27599999999999
True,t2.json,10,False,False,True,q-prod,90,phase_1_n,1186
True,t2.json,10,False,False,True,q-prod,90,phase_2_n,261015
True,t2.json,10,False,False,True,q-prod,90,impr_cost,1.693000000000005
True,t2.json,10,False,False,True,2d-conv,91,time,366.3453845977783
True,t2.json,10,False,False,True,2d-conv,91,cost,27.012
True,t2.json,10,False,False,True,2d-conv,91,phase_1_n,1185
True,t2.json,10,False,False,True,2d-conv,91,phase_2_n,261005
True,t2.json,10,False,False,True,2d-conv,91,impr_cost,7.187999999999995
True,t2.json,10,False,False,True,mat-mul,92,time,24.033982276916504
True,t2.json,10,False,False,True,mat-mul,92,cost,4.156000000000001
True,t2.json,10,False,False,True,mat-mul,92,phase_1_n,1185
True,t2.json,10,False,False,True,mat-mul,92,phase_2_n,261005
True,t2.json,10,False,False,True,mat-mul,92,impr_cost,0.0
True,t2.json,10,False,False,False,q-prod,93,time,11.215073347091675
True,t2.json,10,False,False,False,q-prod,93,cost,58.968999999999994
True,t2.json,10,False,False,False,q-prod,93,phase_1_n,1186
True,t2.json,10,False,False,False,q-prod,93,phase_2_n,
True,t2.json,10,False,False,False,q-prod,93,impr_cost,
True,t2.json,10,False,False,False,2d-conv,94,time,6.400902986526489
True,t2.json,10,False,False,False,2d-conv,94,cost,34.199999999999996
True,t2.json,10,False,False,False,2d-conv,94,phase_1_n,1185
True,t2.json,10,False,False,False,2d-conv,94,phase_2_n,
True,t2.json,10,False,False,False,2d-conv,94,impr_cost,
True,t2.json,10,False,False,False,mat-mul,95,time,3.2176413536071777
True,t2.json,10,False,False,False,mat-mul,95,cost,4.156000000000001
True,t2.json,10,False,False,False,mat-mul,95,phase_1_n,1185
True,t2.json,10,False,False,False,mat-mul,95,phase_2_n,
True,t2.json,10,False,False,False,mat-mul,95,impr_cost,
True,t2.json,,True,True,True,q-prod,96,time,Timed out.
True,t2.json,,True,True,True,q-prod,96,cost,-1.0
True,t2.json,,True,True,True,q-prod,96,phase_1_n,
True,t2.json,,True,True,True,q-prod,96,phase_2_n,
True,t2.json,,True,True,True,q-prod,96,impr_cost,
True,t2.json,,True,True,True,2d-conv,97,time,Timed out.
True,t2.json,,True,True,True,2d-conv,97,cost,-1.0
True,t2.json,,True,True,True,2d-conv,97,phase_1_n,
True,t2.json,,True,True,True,2d-conv,97,phase_2_n,
True,t2.json,,True,True,True,2d-conv,97,impr_cost,
True,t2.json,,True,True,True,mat-mul,98,time,123.52176976203918
True,t2.json,,True,True,True,mat-mul,98,cost,4.948
True,t2.json,,True,True,True,mat-mul,98,phase_1_n,4
True,t2.json,,True,True,True,mat-mul,98,phase_2_n,0
True,t2.json,,True,True,True,mat-mul,98,impr_cost,0.0
True,t2.json,,True,True,False,q-prod,99,time,Timed out.
True,t2.json,,True,True,False,q-prod,99,cost,-1.0
True,t2.json,,True,True,False,q-prod,99,phase_1_n,
True,t2.json,,True,True,False,q-prod,99,phase_2_n,
True,t2.json,,True,True,False,q-prod,99,impr_cost,
True,t2.json,,True,True,False,2d-conv,100,time,Timed out.
True,t2.json,,True,True,False,2d-conv,100,cost,-1.0
True,t2.json,,True,True,False,2d-conv,100,phase_1_n,
True,t2.json,,True,True,False,2d-conv,100,phase_2_n,
True,t2.json,,True,True,False,2d-conv,100,impr_cost,
True,t2.json,,True,True,False,mat-mul,101,time,123.50912666320801
True,t2.json,,True,True,False,mat-mul,101,cost,4.948
True,t2.json,,True,True,False,mat-mul,101,phase_1_n,4
True,t2.json,,True,True,False,mat-mul,101,phase_2_n,
True,t2.json,,True,True,False,mat-mul,101,impr_cost,
True,t2.json,,True,False,True,q-prod,102,time,371.8150808811188
True,t2.json,,True,False,True,q-prod,102,cost,595.965
True,t2.json,,True,False,True,q-prod,102,phase_1_n,262195
True,t2.json,,True,False,True,q-prod,102,phase_2_n,0
True,t2.json,,True,False,True,q-prod,102,impr_cost,0.0
True,t2.json,,True,False,True,2d-conv,103,time,367.4224383831024
True,t2.json,,True,False,True,2d-conv,103,cost,441.3640000000001
True,t2.json,,True,False,True,2d-conv,103,phase_1_n,262184
True,t2.json,,True,False,True,2d-conv,103,phase_2_n,0
True,t2.json,,True,False,True,2d-conv,103,impr_cost,0.0
True,t2.json,,True,False,True,mat-mul,104,time,363.14829683303833
True,t2.json,,True,False,True,mat-mul,104,cost,4.552
True,t2.json,,True,False,True,mat-mul,104,phase_1_n,262184
True,t2.json,,True,False,True,mat-mul,104,phase_2_n,0
True,t2.json,,True,False,True,mat-mul,104,impr_cost,0.0
True,t2.json,,True,False,False,q-prod,105,time,371.5081641674042
True,t2.json,,True,False,False,q-prod,105,cost,595.965
True,t2.json,,True,False,False,q-prod,105,phase_1_n,262195
True,t2.json,,True,False,False,q-prod,105,phase_2_n,
True,t2.json,,True,False,False,q-prod,105,impr_cost,
True,t2.json,,True,False,False,2d-conv,106,time,367.3953595161438
True,t2.json,,True,False,False,2d-conv,106,cost,441.3640000000001
True,t2.json,,True,False,False,2d-conv,106,phase_1_n,262184
True,t2.json,,True,False,False,2d-conv,106,phase_2_n,
True,t2.json,,True,False,False,2d-conv,106,impr_cost,
True,t2.json,,True,False,False,mat-mul,107,time,363.1604015827179
True,t2.json,,True,False,False,mat-mul,107,cost,4.552
True,t2.json,,True,False,False,mat-mul,107,phase_1_n,262184
True,t2.json,,True,False,False,mat-mul,107,phase_2_n,
True,t2.json,,True,False,False,mat-mul,107,impr_cost,
True,t2.json,,False,True,True,q-prod,108,time,Timed out.
True,t2.json,,False,True,True,q-prod,108,cost,-1.0
True,t2.json,,False,True,True,q-prod,108,phase_1_n,
True,t2.json,,False,True,True,q-prod,108,phase_2_n,
True,t2.json,,False,True,True,q-prod,108,impr_cost,
True,t2.json,,False,True,True,2d-conv,109,time,Timed out.
True,t2.json,,False,True,True,2d-conv,109,cost,-1.0
True,t2.json,,False,True,True,2d-conv,109,phase_1_n,
True,t2.json,,False,True,True,2d-conv,109,phase_2_n,
True,t2.json,,False,True,True,2d-conv,109,impr_cost,
True,t2.json,,False,True,True,mat-mul,110,time,123.52392911911011
True,t2.json,,False,True,True,mat-mul,110,cost,4.948
True,t2.json,,False,True,True,mat-mul,110,phase_1_n,4
True,t2.json,,False,True,True,mat-mul,110,phase_2_n,0
True,t2.json,,False,True,True,mat-mul,110,impr_cost,0.0
True,t2.json,,False,True,False,q-prod,111,time,Timed out.
True,t2.json,,False,True,False,q-prod,111,cost,-1.0
True,t2.json,,False,True,False,q-prod,111,phase_1_n,
True,t2.json,,False,True,False,q-prod,111,phase_2_n,
True,t2.json,,False,True,False,q-prod,111,impr_cost,
True,t2.json,,False,True,False,2d-conv,112,time,Timed out.
True,t2.json,,False,True,False,2d-conv,112,cost,-1.0
True,t2.json,,False,True,False,2d-conv,112,phase_1_n,
True,t2.json,,False,True,False,2d-conv,112,phase_2_n,
True,t2.json,,False,True,False,2d-conv,112,impr_cost,
True,t2.json,,False,True,False,mat-mul,113,time,123.49712467193604
True,t2.json,,False,True,False,mat-mul,113,cost,4.948
True,t2.json,,False,True,False,mat-mul,113,phase_1_n,4
True,t2.json,,False,True,False,mat-mul,113,phase_2_n,
True,t2.json,,False,True,False,mat-mul,113,impr_cost,
True,t2.json,,False,False,True,q-prod,114,time,371.88928389549255
True,t2.json,,False,False,True,q-prod,114,cost,595.965
True,t2.json,,False,False,True,q-prod,114,phase_1_n,262195
True,t2.json,,False,False,True,q-prod,114,phase_2_n,0
True,t2.json,,False,False,True,q-prod,114,impr_cost,0.0
True,t2.json,,False,False,True,2d-conv,115,time,367.5263252258301
True,t2.json,,False,False,True,2d-conv,115,cost,441.3640000000001
True,t2.json,,False,False,True,2d-conv,115,phase_1_n,262184
True,t2.json,,False,False,True,2d-conv,115,phase_2_n,0
True,t2.json,,False,False,True,2d-conv,115,impr_cost,0.0
True,t2.json,,False,False,True,mat-mul,116,time,363.1370677947998
True,t2.json,,False,False,True,mat-mul,116,cost,4.552
True,t2.json,,False,False,True,mat-mul,116,phase_1_n,262184
True,t2.json,,False,False,True,mat-mul,116,phase_2_n,0
True,t2.json,,False,False,True,mat-mul,116,impr_cost,0.0
True,t2.json,,False,False,False,q-prod,117,time,371.56756067276
True,t2.json,,False,False,False,q-prod,117,cost,595.965
True,t2.json,,False,False,False,q-prod,117,phase_1_n,262195
True,t2.json,,False,False,False,q-prod,117,phase_2_n,
True,t2.json,,False,False,False,q-prod,117,impr_cost,
True,t2.json,,False,False,False,2d-conv,118,time,367.46759152412415
True,t2.json,,False,False,False,2d-conv,118,cost,441.3640000000001
True,t2.json,,False,False,False,2d-conv,118,phase_1_n,262184
True,t2.json,,False,False,False,2d-conv,118,phase_2_n,
True,t2.json,,False,False,False,2d-conv,118,impr_cost,
True,t2.json,,False,False,False,mat-mul,119,time,363.1643486022949
True,t2.json,,False,False,False,mat-mul,119,cost,4.552
True,t2.json,,False,False,False,mat-mul,119,phase_1_n,262184
True,t2.json,,False,False,False,mat-mul,119,phase_2_n,
True,t2.json,,False,False,False,mat-mul,119,impr_cost,
True,,-10,True,True,True,q-prod,120,time,55.5431067943573
True,,-10,True,True,True,q-prod,120,cost,56.705000000000005
True,,-10,True,True,True,q-prod,120,phase_1_n,8
True,,-10,True,True,True,q-prod,120,phase_2_n,5
True,,-10,True,True,True,q-prod,120,impr_cost,1.8810000000000073
True,,-10,True,True,True,2d-conv,121,time,1.1590726375579834
True,,-10,True,True,True,2d-conv,121,cost,28.552
True,,-10,True,True,True,2d-conv,121,phase_1_n,16
True,,-10,True,True,True,2d-conv,121,phase_2_n,5
True,,-10,True,True,True,2d-conv,121,impr_cost,1.1879999999999953
True,,-10,True,True,True,mat-mul,122,time,0.09140634536743164
True,,-10,True,True,True,mat-mul,122,cost,4.156000000000001
True,,-10,True,True,True,mat-mul,122,phase_1_n,4
True,,-10,True,True,True,mat-mul,122,phase_2_n,5
True,,-10,True,True,True,mat-mul,122,impr_cost,0.7919999999999998
True,,-10,True,True,False,q-prod,123,time,55.12598991394043
True,,-10,True,True,False,q-prod,123,cost,58.58600000000001
True,,-10,True,True,False,q-prod,123,phase_1_n,8
True,,-10,True,True,False,q-prod,123,phase_2_n,
True,,-10,True,True,False,q-prod,123,impr_cost,
True,,-10,True,True,False,2d-conv,124,time,1.1685149669647217
True,,-10,True,True,False,2d-conv,124,cost,29.739999999999995
True,,-10,True,True,False,2d-conv,124,phase_1_n,16
True,,-10,True,True,False,2d-conv,124,phase_2_n,
True,,-10,True,True,False,2d-conv,124,impr_cost,
True,,-10,True,True,False,mat-mul,125,time,0.09131622314453125
True,,-10,True,True,False,mat-mul,125,cost,4.948
True,,-10,True,True,False,mat-mul,125,phase_1_n,4
True,,-10,True,True,False,mat-mul,125,phase_2_n,
True,,-10,True,True,False,mat-mul,125,impr_cost,
True,,-10,True,False,True,q-prod,126,time,87.28849339485168
True,,-10,True,False,True,q-prod,126,cost,54.526999999999994
True,,-10,True,False,True,q-prod,126,phase_1_n,30
True,,-10,True,False,True,q-prod,126,phase_2_n,5
True,,-10,True,False,True,q-prod,126,impr_cost,0.0
True,,-10,True,False,True,2d-conv,127,time,2.006082534790039
True,,-10,True,False,True,2d-conv,127,cost,26.175999999999988
True,,-10,True,False,True,2d-conv,127,phase_1_n,19
True,,-10,True,False,True,2d-conv,127,phase_2_n,5
True,,-10,True,False,True,2d-conv,127,impr_cost,0.0
True,,-10,True,False,True,mat-mul,128,time,0.09816145896911621
True,,-10,True,False,True,mat-mul,128,cost,4.156000000000001
True,,-10,True,False,True,mat-mul,128,phase_1_n,19
True,,-10,True,False,True,mat-mul,128,phase_2_n,5
True,,-10,True,False,True,mat-mul,128,impr_cost,0.0
True,,-10,True,False,False,q-prod,129,time,87.50392246246338
True,,-10,True,False,False,q-prod,129,cost,54.526999999999994
True,,-10,True,False,False,q-prod,129,phase_1_n,30
True,,-10,True,False,False,q-prod,129,phase_2_n,
True,,-10,True,False,False,q-prod,129,impr_cost,
True,,-10,True,False,False,2d-conv,130,time,1.9842417240142822
True,,-10,True,False,False,2d-conv,130,cost,26.175999999999988
True,,-10,True,False,False,2d-conv,130,phase_1_n,19
True,,-10,True,False,False,2d-conv,130,phase_2_n,
True,,-10,True,False,False,2d-conv,130,impr_cost,
True,,-10,True,False,False,mat-mul,131,time,0.09641575813293457
True,,-10,True,False,False,mat-mul,131,cost,4.156000000000001
True,,-10,True,False,False,mat-mul,131,phase_1_n,19
True,,-10,True,False,False,mat-mul,131,phase_2_n,
True,,-10,True,False,False,mat-mul,131,impr_cost,
True,,-10,False,True,True,q-prod,132,time,56.56355047225952
True,,-10,False,True,True,q-prod,132,cost,56.705000000000005
True,,-10,False,True,True,q-prod,132,phase_1_n,8
True,,-10,False,True,True,q-prod,132,phase_2_n,5
True,,-10,False,True,True,q-prod,132,impr_cost,1.8810000000000073
True,,-10,False,True,True,2d-conv,133,time,1.1718461513519287
True,,-10,False,True,True,2d-conv,133,cost,28.552
True,,-10,False,True,True,2d-conv,133,phase_1_n,16
True,,-10,False,True,True,2d-conv,133,phase_2_n,5
True,,-10,False,True,True,2d-conv,133,impr_cost,1.1879999999999953
True,,-10,False,True,True,mat-mul,134,time,0.09110379219055176
True,,-10,False,True,True,mat-mul,134,cost,4.156000000000001
True,,-10,False,True,True,mat-mul,134,phase_1_n,4
True,,-10,False,True,True,mat-mul,134,phase_2_n,5
True,,-10,False,True,True,mat-mul,134,impr_cost,0.7919999999999998
True,,-10,False,True,False,q-prod,135,time,56.054046392440796
True,,-10,False,True,False,q-prod,135,cost,58.58600000000001
True,,-10,False,True,False,q-prod,135,phase_1_n,8
True,,-10,False,True,False,q-prod,135,phase_2_n,
True,,-10,False,True,False,q-prod,135,impr_cost,
True,,-10,False,True,False,2d-conv,136,time,1.159346342086792
True,,-10,False,True,False,2d-conv,136,cost,29.739999999999995
True,,-10,False,True,False,2d-conv,136,phase_1_n,16
True,,-10,False,True,False,2d-conv,136,phase_2_n,
True,,-10,False,True,False,2d-conv,136,impr_cost,
True,,-10,False,True,False,mat-mul,137,time,0.0913388729095459
True,,-10,False,True,False,mat-mul,137,cost,4.948
True,,-10,False,True,False,mat-mul,137,phase_1_n,4
True,,-10,False,True,False,mat-mul,137,phase_2_n,
True,,-10,False,True,False,mat-mul,137,impr_cost,
True,,-10,False,False,True,q-prod,138,time,87.33552813529968
True,,-10,False,False,True,q-prod,138,cost,54.526999999999994
True,,-10,False,False,True,q-prod,138,phase_1_n,30
True,,-10,False,False,True,q-prod,138,phase_2_n,5
True,,-10,False,False,True,q-prod,138,impr_cost,0.0
True,,-10,False,False,True,2d-conv,139,time,2.0498602390289307
True,,-10,False,False,True,2d-conv,139,cost,26.175999999999988
True,,-10,False,False,True,2d-conv,139,phase_1_n,19
True,,-10,False,False,True,2d-conv,139,phase_2_n,5
True,,-10,False,False,True,2d-conv,139,impr_cost,0.0
True,,-10,False,False,True,mat-mul,140,time,0.10063457489013672
True,,-10,False,False,True,mat-mul,140,cost,4.156000000000001
True,,-10,False,False,True,mat-mul,140,phase_1_n,19
True,,-10,False,False,True,mat-mul,140,phase_2_n,5
True,,-10,False,False,True,mat-mul,140,impr_cost,0.0
True,,-10,False,False,False,q-prod,141,time,87.0644838809967
True,,-10,False,False,False,q-prod,141,cost,54.526999999999994
True,,-10,False,False,False,q-prod,141,phase_1_n,30
True,,-10,False,False,False,q-prod,141,phase_2_n,
True,,-10,False,False,False,q-prod,141,impr_cost,
True,,-10,False,False,False,2d-conv,142,time,2.0507800579071045
True,,-10,False,False,False,2d-conv,142,cost,26.175999999999988
True,,-10,False,False,False,2d-conv,142,phase_1_n,19
True,,-10,False,False,False,2d-conv,142,phase_2_n,
True,,-10,False,False,False,2d-conv,142,impr_cost,
True,,-10,False,False,False,mat-mul,143,time,0.09872961044311523
True,,-10,False,False,False,mat-mul,143,cost,4.156000000000001
True,,-10,False,False,False,mat-mul,143,phase_1_n,19
True,,-10,False,False,False,mat-mul,143,phase_2_n,
True,,-10,False,False,False,mat-mul,143,impr_cost,
True,,0,True,True,True,q-prod,144,time,0.30391526222229004
True,,0,True,True,True,q-prod,144,cost,60.251
True,,0,True,True,True,q-prod,144,phase_1_n,8
True,,0,True,True,True,q-prod,144,phase_2_n,19
True,,0,True,True,True,q-prod,144,impr_cost,235.91400000000002
True,,0,True,True,True,2d-conv,145,time,0.03744339942932129
True,,0,True,True,True,2d-conv,145,cost,24.987999999999996
True,,0,True,True,True,2d-conv,145,phase_1_n,16
True,,0,True,True,True,2d-conv,145,phase_2_n,13
True,,0,True,True,True,2d-conv,145,impr_cost,4.751999999999999
True,,0,True,True,True,mat-mul,146,time,0.015044689178466797
True,,0,True,True,True,mat-mul,146,cost,4.156000000000001
True,,0,True,True,True,mat-mul,146,phase_1_n,4
True,,0,True,True,True,mat-mul,146,phase_2_n,13
True,,0,True,True,True,mat-mul,146,impr_cost,0.7919999999999998
True,,0,True,True,False,q-prod,147,time,0.014090776443481445
True,,0,True,True,False,q-prod,147,cost,296.165
True,,0,True,True,False,q-prod,147,phase_1_n,8
True,,0,True,True,False,q-prod,147,phase_2_n,
True,,0,True,True,False,q-prod,147,impr_cost,
True,,0,True,True,False,2d-conv,148,time,0.011142969131469727
True,,0,True,True,False,2d-conv,148,cost,29.739999999999995
True,,0,True,True,False,2d-conv,148,phase_1_n,16
True,,0,True,True,False,2d-conv,148,phase_2_n,
True,,0,True,True,False,2d-conv,148,impr_cost,
True,,0,True,True,False,mat-mul,149,time,0.003965139389038086
True,,0,True,True,False,mat-mul,149,cost,4.948
True,,0,True,True,False,mat-mul,149,phase_1_n,4
True,,0,True,True,False,mat-mul,149,phase_2_n,
True,,0,True,True,False,mat-mul,149,impr_cost,
True,,0,True,False,True,q-prod,150,time,0.25481462478637695
True,,0,True,False,True,q-prod,150,cost,176.625
True,,0,True,False,True,q-prod,150,phase_1_n,16
True,,0,True,False,True,q-prod,150,phase_2_n,19
True,,0,True,False,True,q-prod,150,impr_cost,129.46100000000007
True,,0,True,False,True,2d-conv,151,time,0.06624770164489746
True,,0,True,False,True,2d-conv,151,cost,34.176
True,,0,True,False,True,2d-conv,151,phase_1_n,11
True,,0,True,False,True,2d-conv,151,phase_2_n,13
True,,0,True,False,True,2d-conv,151,impr_cost,412.368
True,,0,True,False,True,mat-mul,152,time,0.0037794113159179688
True,,0,True,False,True,mat-mul,152,cost,4.156000000000001
True,,0,True,False,True,mat-mul,152,phase_1_n,11
True,,0,True,False,True,mat-mul,152,phase_2_n,13
True,,0,True,False,True,mat-mul,152,impr_cost,0.0
True,,0,True,False,False,q-prod,153,time,0.011545896530151367
True,,0,True,False,False,q-prod,153,cost,306.08600000000007
True,,0,True,False,False,q-prod,153,phase_1_n,16
True,,0,True,False,False,q-prod,153,phase_2_n,
True,,0,True,False,False,q-prod,153,impr_cost,
True,,0,True,False,False,2d-conv,154,time,0.007391452789306641
True,,0,True,False,False,2d-conv,154,cost,446.544
True,,0,True,False,False,2d-conv,154,phase_1_n,11
True,,0,True,False,False,2d-conv,154,phase_2_n,
True,,0,True,False,False,2d-conv,154,impr_cost,
True,,0,True,False,False,mat-mul,155,time,0.0027997493743896484
True,,0,True,False,False,mat-mul,155,cost,4.156000000000001
True,,0,True,False,False,mat-mul,155,phase_1_n,11
True,,0,True,False,False,mat-mul,155,phase_2_n,
True,,0,True,False,False,mat-mul,155,impr_cost,
True,,0,False,True,True,q-prod,156,time,0.29803967475891113
True,,0,False,True,True,q-prod,156,cost,60.251
True,,0,False,True,True,q-prod,156,phase_1_n,8
True,,0,False,True,True,q-prod,156,phase_2_n,19
True,,0,False,True,True,q-prod,156,impr_cost,235.91400000000002
True,,0,False,True,True,2d-conv,157,time,0.037320613861083984
True,,0,False,True,True,2d-conv,157,cost,24.987999999999996
True,,0,False,True,True,2d-conv,157,phase_1_n,16
True,,0,False,True,True,2d-conv,157,phase_2_n,13
True,,0,False,True,True,2d-conv,157,impr_cost,4.751999999999999
True,,0,False,True,True,mat-mul,158,time,0.015162229537963867
True,,0,False,True,True,mat-mul,158,cost,4.156000000000001
True,,0,False,True,True,mat-mul,158,phase_1_n,4
True,,0,False,True,True,mat-mul,158,phase_2_n,13
True,,0,False,True,True,mat-mul,158,impr_cost,0.7919999999999998
True,,0,False,True,False,q-prod,159,time,0.01409602165222168
True,,0,False,True,False,q-prod,159,cost,296.165
True,,0,False,True,False,q-prod,159,phase_1_n,8
True,,0,False,True,False,q-prod,159,phase_2_n,
True,,0,False,True,False,q-prod,159,impr_cost,
True,,0,False,True,False,2d-conv,160,time,0.011190176010131836
True,,0,False,True,False,2d-conv,160,cost,29.739999999999995
True,,0,False,True,False,2d-conv,160,phase_1_n,16
True,,0,False,True,False,2d-conv,160,phase_2_n,
True,,0,False,True,False,2d-conv,160,impr_cost,
True,,0,False,True,False,mat-mul,161,time,0.004013538360595703
True,,0,False,True,False,mat-mul,161,cost,4.948
True,,0,False,True,False,mat-mul,161,phase_1_n,4
True,,0,False,True,False,mat-mul,161,phase_2_n,
True,,0,False,True,False,mat-mul,161,impr_cost,
True,,0,False,False,True,q-prod,162,time,0.2461404800415039
True,,0,False,False,True,q-prod,162,cost,176.625
True,,0,False,False,True,q-prod,162,phase_1_n,16
True,,0,False,False,True,q-prod,162,phase_2_n,19
True,,0,False,False,True,q-prod,162,impr_cost,129.46100000000007
True,,0,False,False,True,2d-conv,163,time,0.06664752960205078
True,,0,False,False,True,2d-conv,163,cost,34.176
True,,0,False,False,True,2d-conv,163,phase_1_n,11
True,,0,False,False,True,2d-conv,163,phase_2_n,13
True,,0,False,False,True,2d-conv,163,impr_cost,412.368
True,,0,False,False,True,mat-mul,164,time,0.0038106441497802734
True,,0,False,False,True,mat-mul,164,cost,4.156000000000001
True,,0,False,False,True,mat-mul,164,phase_1_n,11
True,,0,False,False,True,mat-mul,164,phase_2_n,13
True,,0,False,False,True,mat-mul,164,impr_cost,0.0
True,,0,False,False,False,q-prod,165,time,0.011640071868896484
True,,0,False,False,False,q-prod,165,cost,306.08600000000007
True,,0,False,False,False,q-prod,165,phase_1_n,16
True,,0,False,False,False,q-prod,165,phase_2_n,
True,,0,False,False,False,q-prod,165,impr_cost,
True,,0,False,False,False,2d-conv,166,time,0.007512331008911133
True,,0,False,False,False,2d-conv,166,cost,446.544
True,,0,False,False,False,2d-conv,166,phase_1_n,11
True,,0,False,False,False,2d-conv,166,phase_2_n,
True,,0,False,False,False,2d-conv,166,impr_cost,
True,,0,False,False,False,mat-mul,167,time,0.0028455257415771484
True,,0,False,False,False,mat-mul,167,cost,4.156000000000001
True,,0,False,False,False,mat-mul,167,phase_1_n,11
True,,0,False,False,False,mat-mul,167,phase_2_n,
True,,0,False,False,False,mat-mul,167,impr_cost,
True,,1,True,True,True,q-prod,168,time,0.24376702308654785
True,,1,True,True,True,q-prod,168,cost,58.251
True,,1,True,True,True,q-prod,168,phase_1_n,8
True,,1,True,True,True,q-prod,168,phase_2_n,22
True,,1,True,True,True,q-prod,168,impr_cost,237.91400000000002
True,,1,True,True,True,2d-conv,169,time,0.03375720977783203
True,,1,True,True,True,2d-conv,169,cost,24.987999999999996
True,,1,True,True,True,2d-conv,169,phase_1_n,16
True,,1,True,True,True,2d-conv,169,phase_2_n,14
True,,1,True,True,True,2d-conv,169,impr_cost,4.751999999999999
True,,1,True,True,True,mat-mul,170,time,0.013378143310546875
True,,1,True,True,True,mat-mul,170,cost,4.156000000000001
True,,1,True,True,True,mat-mul,170,phase_1_n,4
True,,1,True,True,True,mat-mul,170,phase_2_n,14
True,,1,True,True,True,mat-mul,170,impr_cost,0.7919999999999998
True,,1,True,True,False,q-prod,171,time,0.013777017593383789
True,,1,True,True,False,q-prod,171,cost,296.165
True,,1,True,True,False,q-prod,171,phase_1_n,8
True,,1,True,True,False,q-prod,171,phase_2_n,
True,,1,True,True,False,q-prod,171,impr_cost,
True,,1,True,True,False,2d-conv,172,time,0.011036157608032227
True,,1,True,True,False,2d-conv,172,cost,29.739999999999995
True,,1,True,True,False,2d-conv,172,phase_1_n,16
True,,1,True,True,False,2d-conv,172,phase_2_n,
True,,1,True,True,False,2d-conv,172,impr_cost,
True,,1,True,True,False,mat-mul,173,time,0.00394892692565918
True,,1,True,True,False,mat-mul,173,cost,4.948
True,,1,True,True,False,mat-mul,173,phase_1_n,4
True,,1,True,True,False,mat-mul,173,phase_2_n,
True,,1,True,True,False,mat-mul,173,impr_cost,
True,,1,True,False,True,q-prod,174,time,0.252274751663208
True,,1,True,False,True,q-prod,174,cost,175.625
True,,1,True,False,True,q-prod,174,phase_1_n,13
True,,1,True,False,True,q-prod,174,phase_2_n,22
True,,1,True,False,True,q-prod,174,impr_cost,130.46100000000007
True,,1,True,False,True,2d-conv,175,time,0.05288267135620117
True,,1,True,False,True,2d-conv,175,cost,30.175999999999995
True,,1,True,False,True,2d-conv,175,phase_1_n,10
True,,1,True,False,True,2d-conv,175,phase_2_n,14
True,,1,True,False,True,2d-conv,175,impr_cost,416.368
True,,1,True,False,True,mat-mul,176,time,0.003809690475463867
True,,1,True,False,True,mat-mul,176,cost,4.156000000000001
True,,1,True,False,True,mat-mul,176,phase_1_n,10
True,,1,True,False,True,mat-mul,176,phase_2_n,14
True,,1,True,False,True,mat-mul,176,impr_cost,0.0
True,,1,True,False,False,q-prod,177,time,0.01635599136352539
True,,1,True,False,False,q-prod,177,cost,306.08600000000007
True,,1,True,False,False,q-prod,177,phase_1_n,13
True,,1,True,False,False,q-prod,177,phase_2_n,
True,,1,True,False,False,q-prod,177,impr_cost,
True,,1,True,False,False,2d-conv,178,time,0.0076673030853271484
True,,1,True,False,False,2d-conv,178,cost,446.544
True,,1,True,False,False,2d-conv,178,phase_1_n,10
True,,1,True,False,False,2d-conv,178,phase_2_n,
True,,1,True,False,False,2d-conv,178,impr_cost,
True,,1,True,False,False,mat-mul,179,time,0.002804994583129883
True,,1,True,False,False,mat-mul,179,cost,4.156000000000001
True,,1,True,False,False,mat-mul,179,phase_1_n,10
True,,1,True,False,False,mat-mul,179,phase_2_n,
True,,1,True,False,False,mat-mul,179,impr_cost,
True,,1,False,True,True,q-prod,180,time,0.24579787254333496
True,,1,False,True,True,q-prod,180,cost,58.251
True,,1,False,True,True,q-prod,180,phase_1_n,8
True,,1,False,True,True,q-prod,180,phase_2_n,22
True,,1,False,True,True,q-prod,180,impr_cost,237.91400000000002
True,,1,False,True,True,2d-conv,181,time,0.03392958641052246
True,,1,False,True,True,2d-conv,181,cost,24.987999999999996
