iteration,name,n_apps,bef_size,bef_class,bef_cost,aft_size,aft_class,aft_cost,diff_cost
8,sgn_unop,0,1339097,21267,54.526999999999994,1339097,21267,54.526999999999994,0
8,+_binop_or_zero_vec,4192,1339097,21267,54.526999999999994,1343289,21267,54.526999999999994,0
8,*_binop_or_zero_vec,1734,1343289,21267,54.526999999999994,1345023,21267,54.526999999999994,0
8,-_binop_or_zero_vec,300,1345023,21267,54.526999999999994,1345323,21267,54.526999999999994,0
8,vec-mac,24254,1345323,21267,54.526999999999994,1369877,21567,54.526999999999994,0
8,commute-add,3101,1369877,21567,54.526999999999994,1372978,21567,54.526999999999994,0
8,commute-mul,3101,1372978,21567,54.526999999999994,1376079,21567,54.526999999999994,0
8,assoc-add,0,1376079,21567,54.526999999999994,1376079,21567,54.526999999999994,0
8,assoc-mul,0,1376079,21567,54.526999999999994,1376079,21567,54.526999999999994,0
9,add-0,0,1376079,21567,54.526999999999994,1376079,21567,54.526999999999994,0
9,mul-0,0,1376079,21567,54.526999999999994,1376079,21567,54.526999999999994,0
9,mul-1,0,1376079,21567,54.526999999999994,1376079,21567,54.526999999999994,0
9,add-0-inv,608,1376079,21567,54.526999999999994,1376687,21567,54.526999999999994,0
9,mul-1-inv,608,1376687,21567,54.526999999999994,1377295,21567,54.526999999999994,0
9,div-1,0,1377295,21567,54.526999999999994,1377295,21567,54.526999999999994,0
9,div-1-inv,608,1377295,21567,54.526999999999994,1377903,21567,54.526999999999994,0
9,expand-zero-get,0,1377903,21567,54.526999999999994,1377903,21567,54.526999999999994,0
9,litvec,0,1377903,21567,54.526999999999994,1377903,21567,54.526999999999994,0
9,neg-neg,0,1377903,21567,54.526999999999994,1377903,21567,54.526999999999994,0
9,neg-neg-rev,308,1377903,21567,54.526999999999994,1378519,21875,54.526999999999994,0
9,neg-sgn,0,1378519,21875,54.526999999999994,1378519,21875,54.526999999999994,0
9,neg-sgn-rev,0,1378519,21875,54.526999999999994,1378519,21875,54.526999999999994,0
9,neg-zero-inv,0,1378519,21875,54.526999999999994,1378519,21875,54.526999999999994,0
9,neg-zero-inv-rev,0,1378519,21875,54.526999999999994,1378519,21875,54.526999999999994,0
9,neg-minus,600,1378519,21875,54.526999999999994,1379119,21875,54.526999999999994,0
9,neg-minus-rev,0,1379119,21875,54.526999999999994,1379119,21875,54.526999999999994,0
9,neg-minus-zero,0,1379119,21875,54.526999999999994,1379119,21875,54.526999999999994,0
9,neg-minus-zero-rev,0,1379119,21875,54.526999999999994,1379119,21875,54.526999999999994,0
9,vec-mac-add-mul,24038,1379119,21875,54.526999999999994,1379119,21275,54.526999999999994,0
9,neg_unop,8,1379119,21275,54.526999999999994,1379127,21275,54.526999999999994,0
9,sgn_unop,0,1379127,21275,54.526999999999994,1379127,21275,54.526999999999994,0
9,+_binop_or_zero_vec,96,1379127,21275,54.526999999999994,1379223,21275,54.526999999999994,0
9,*_binop_or_zero_vec,48,1379223,21275,54.526999999999994,1379271,21275,54.526999999999994,0
