rules,cost-filter,sub-prog,split-phase,bench,id,variable,value
time-ablation/rules-t-60.json,0,False,True,mat-mul,8,time,0.0016832351684570312
time-ablation/rules-t-60.json,0,False,True,mat-mul,8,cost,-1.0
time-ablation/rules-t-60.json,0,False,True,mat-mul,8,phase_1_n,
time-ablation/rules-t-60.json,0,False,True,mat-mul,8,phase_2_n,
time-ablation/rules-t-60.json,0,False,True,mat-mul,8,impr_cost,
time-ablation/rules-t-60.json,0,False,False,q-prod,9,time,0.08371233940124512
time-ablation/rules-t-60.json,0,False,False,q-prod,9,cost,310.29
time-ablation/rules-t-60.json,0,False,False,q-prod,9,phase_1_n,0
time-ablation/rules-t-60.json,0,False,False,q-prod,9,phase_2_n,
time-ablation/rules-t-60.json,0,False,False,q-prod,9,impr_cost,
time-ablation/rules-t-60.json,0,False,False,2d-conv,10,time,0.07297635078430176
time-ablation/rules-t-60.json,0,False,False,2d-conv,10,cost,888.924
time-ablation/rules-t-60.json,0,False,False,2d-conv,10,phase_1_n,0
time-ablation/rules-t-60.json,0,False,False,2d-conv,10,phase_2_n,
time-ablation/rules-t-60.json,0,False,False,2d-conv,10,impr_cost,
time-ablation/rules-t-60.json,0,False,False,mat-mul,11,time,0.06823253631591797
time-ablation/rules-t-60.json,0,False,False,mat-mul,11,cost,4.156000000000001
time-ablation/rules-t-60.json,0,False,False,mat-mul,11,phase_1_n,0
time-ablation/rules-t-60.json,0,False,False,mat-mul,11,phase_2_n,
time-ablation/rules-t-60.json,0,False,False,mat-mul,11,impr_cost,
time-ablation/rules-t-60.json,5,True,True,q-prod,12,time,0.0021135807037353516
time-ablation/rules-t-60.json,5,True,True,q-prod,12,cost,-1.0
time-ablation/rules-t-60.json,5,True,True,q-prod,12,phase_1_n,
time-ablation/rules-t-60.json,5,True,True,q-prod,12,phase_2_n,
time-ablation/rules-t-60.json,5,True,True,q-prod,12,impr_cost,
time-ablation/rules-t-60.json,5,True,True,2d-conv,13,time,0.0017113685607910156
time-ablation/rules-t-60.json,5,True,True,2d-conv,13,cost,-1.0
time-ablation/rules-t-60.json,5,True,True,2d-conv,13,phase_1_n,
time-ablation/rules-t-60.json,5,True,True,2d-conv,13,phase_2_n,
time-ablation/rules-t-60.json,5,True,True,2d-conv,13,impr_cost,
time-ablation/rules-t-60.json,5,True,True,mat-mul,14,time,0.0017161369323730469
time-ablation/rules-t-60.json,5,True,True,mat-mul,14,cost,-1.0
time-ablation/rules-t-60.json,5,True,True,mat-mul,14,phase_1_n,
time-ablation/rules-t-60.json,5,True,True,mat-mul,14,phase_2_n,
time-ablation/rules-t-60.json,5,True,True,mat-mul,14,impr_cost,
time-ablation/rules-t-60.json,5,True,False,q-prod,15,time,0.12682104110717773
time-ablation/rules-t-60.json,5,True,False,q-prod,15,cost,314.765
time-ablation/rules-t-60.json,5,True,False,q-prod,15,phase_1_n,0
time-ablation/rules-t-60.json,5,True,False,q-prod,15,phase_2_n,
time-ablation/rules-t-60.json,5,True,False,q-prod,15,impr_cost,
time-ablation/rules-t-60.json,5,True,False,2d-conv,16,time,0.11740636825561523
time-ablation/rules-t-60.json,5,True,False,2d-conv,16,cost,889.7159999999999
time-ablation/rules-t-60.json,5,True,False,2d-conv,16,phase_1_n,0
time-ablation/rules-t-60.json,5,True,False,2d-conv,16,phase_2_n,
time-ablation/rules-t-60.json,5,True,False,2d-conv,16,impr_cost,
time-ablation/rules-t-60.json,5,True,False,mat-mul,17,time,0.0679006576538086
time-ablation/rules-t-60.json,5,True,False,mat-mul,17,cost,6.948
time-ablation/rules-t-60.json,5,True,False,mat-mul,17,phase_1_n,0
time-ablation/rules-t-60.json,5,True,False,mat-mul,17,phase_2_n,
time-ablation/rules-t-60.json,5,True,False,mat-mul,17,impr_cost,
time-ablation/rules-t-60.json,5,False,True,q-prod,18,time,0.0018489360809326172
time-ablation/rules-t-60.json,5,False,True,q-prod,18,cost,-1.0
time-ablation/rules-t-60.json,5,False,True,q-prod,18,phase_1_n,
time-ablation/rules-t-60.json,5,False,True,q-prod,18,phase_2_n,
time-ablation/rules-t-60.json,5,False,True,q-prod,18,impr_cost,
time-ablation/rules-t-60.json,5,False,True,2d-conv,19,time,0.0017905235290527344
time-ablation/rules-t-60.json,5,False,True,2d-conv,19,cost,-1.0
time-ablation/rules-t-60.json,5,False,True,2d-conv,19,phase_1_n,
time-ablation/rules-t-60.json,5,False,True,2d-conv,19,phase_2_n,
time-ablation/rules-t-60.json,5,False,True,2d-conv,19,impr_cost,
time-ablation/rules-t-60.json,5,False,True,mat-mul,20,time,0.0017745494842529297
time-ablation/rules-t-60.json,5,False,True,mat-mul,20,cost,-1.0
time-ablation/rules-t-60.json,5,False,True,mat-mul,20,phase_1_n,
time-ablation/rules-t-60.json,5,False,True,mat-mul,20,phase_2_n,
time-ablation/rules-t-60.json,5,False,True,mat-mul,20,impr_cost,
time-ablation/rules-t-60.json,5,False,False,q-prod,21,time,0.08004570007324219
time-ablation/rules-t-60.json,5,False,False,q-prod,21,cost,314.765
time-ablation/rules-t-60.json,5,False,False,q-prod,21,phase_1_n,0
time-ablation/rules-t-60.json,5,False,False,q-prod,21,phase_2_n,
time-ablation/rules-t-60.json,5,False,False,q-prod,21,impr_cost,
time-ablation/rules-t-60.json,5,False,False,2d-conv,22,time,0.0863955020904541
time-ablation/rules-t-60.json,5,False,False,2d-conv,22,cost,889.7159999999999
time-ablation/rules-t-60.json,5,False,False,2d-conv,22,phase_1_n,0
time-ablation/rules-t-60.json,5,False,False,2d-conv,22,phase_2_n,
time-ablation/rules-t-60.json,5,False,False,2d-conv,22,impr_cost,
time-ablation/rules-t-60.json,5,False,False,mat-mul,23,time,0.06877613067626953
time-ablation/rules-t-60.json,5,False,False,mat-mul,23,cost,6.948
time-ablation/rules-t-60.json,5,False,False,mat-mul,23,phase_1_n,0
time-ablation/rules-t-60.json,5,False,False,mat-mul,23,phase_2_n,
time-ablation/rules-t-60.json,5,False,False,mat-mul,23,impr_cost,
time-ablation/rules-t-60.json,,True,True,q-prod,24,time,0.0020880699157714844
time-ablation/rules-t-60.json,,True,True,q-prod,24,cost,-1.0
time-ablation/rules-t-60.json,,True,True,q-prod,24,phase_1_n,
time-ablation/rules-t-60.json,,True,True,q-prod,24,phase_2_n,
time-ablation/rules-t-60.json,,True,True,q-prod,24,impr_cost,
time-ablation/rules-t-60.json,,True,True,2d-conv,25,time,0.0015933513641357422
time-ablation/rules-t-60.json,,True,True,2d-conv,25,cost,-1.0
time-ablation/rules-t-60.json,,True,True,2d-conv,25,phase_1_n,
time-ablation/rules-t-60.json,,True,True,2d-conv,25,phase_2_n,
time-ablation/rules-t-60.json,,True,True,2d-conv,25,impr_cost,
time-ablation/rules-t-60.json,,True,True,mat-mul,26,time,0.0020542144775390625
time-ablation/rules-t-60.json,,True,True,mat-mul,26,cost,-1.0
time-ablation/rules-t-60.json,,True,True,mat-mul,26,phase_1_n,
time-ablation/rules-t-60.json,,True,True,mat-mul,26,phase_2_n,
time-ablation/rules-t-60.json,,True,True,mat-mul,26,impr_cost,
time-ablation/rules-t-60.json,,True,False,q-prod,27,time,432.24503469467163
time-ablation/rules-t-60.json,,True,False,q-prod,27,cost,-1.0
time-ablation/rules-t-60.json,,True,False,q-prod,27,phase_1_n,5520
time-ablation/rules-t-60.json,,True,False,q-prod,27,phase_2_n,
time-ablation/rules-t-60.json,,True,False,q-prod,27,impr_cost,
time-ablation/rules-t-60.json,,True,False,2d-conv,28,time,673.0592546463013
time-ablation/rules-t-60.json,,True,False,2d-conv,28,cost,-1.0
time-ablation/rules-t-60.json,,True,False,2d-conv,28,phase_1_n,5520
time-ablation/rules-t-60.json,,True,False,2d-conv,28,phase_2_n,
time-ablation/rules-t-60.json,,True,False,2d-conv,28,impr_cost,
time-ablation/rules-t-60.json,,True,False,mat-mul,29,time,399.83789587020874
time-ablation/rules-t-60.json,,True,False,mat-mul,29,cost,-1.0
time-ablation/rules-t-60.json,,True,False,mat-mul,29,phase_1_n,5520
time-ablation/rules-t-60.json,,True,False,mat-mul,29,phase_2_n,
time-ablation/rules-t-60.json,,True,False,mat-mul,29,impr_cost,
time-ablation/rules-t-60.json,,False,True,q-prod,30,time,0.0020754337310791016
time-ablation/rules-t-60.json,,False,True,q-prod,30,cost,-1.0
time-ablation/rules-t-60.json,,False,True,q-prod,30,phase_1_n,
time-ablation/rules-t-60.json,,False,True,q-prod,30,phase_2_n,
time-ablation/rules-t-60.json,,False,True,q-prod,30,impr_cost,
time-ablation/rules-t-60.json,,False,True,2d-conv,31,time,0.0016286373138427734
time-ablation/rules-t-60.json,,False,True,2d-conv,31,cost,-1.0
time-ablation/rules-t-60.json,,False,True,2d-conv,31,phase_1_n,
time-ablation/rules-t-60.json,,False,True,2d-conv,31,phase_2_n,
time-ablation/rules-t-60.json,,False,True,2d-conv,31,impr_cost,
time-ablation/rules-t-60.json,,False,True,mat-mul,32,time,0.001605987548828125
time-ablation/rules-t-60.json,,False,True,mat-mul,32,cost,-1.0
time-ablation/rules-t-60.json,,False,True,mat-mul,32,phase_1_n,
time-ablation/rules-t-60.json,,False,True,mat-mul,32,phase_2_n,
time-ablation/rules-t-60.json,,False,True,mat-mul,32,impr_cost,
time-ablation/rules-t-60.json,,False,False,q-prod,33,time,443.54039216041565
time-ablation/rules-t-60.json,,False,False,q-prod,33,cost,-1.0
time-ablation/rules-t-60.json,,False,False,q-prod,33,phase_1_n,5520
time-ablation/rules-t-60.json,,False,False,q-prod,33,phase_2_n,
time-ablation/rules-t-60.json,,False,False,q-prod,33,impr_cost,
time-ablation/rules-t-60.json,,False,False,2d-conv,34,time,795.4487147331238
time-ablation/rules-t-60.json,,False,False,2d-conv,34,cost,-1.0
time-ablation/rules-t-60.json,,False,False,2d-conv,34,phase_1_n,5520
time-ablation/rules-t-60.json,,False,False,2d-conv,34,phase_2_n,
time-ablation/rules-t-60.json,,False,False,2d-conv,34,impr_cost,
time-ablation/rules-t-60.json,,False,False,mat-mul,35,time,418.7181751728058
time-ablation/rules-t-60.json,,False,False,mat-mul,35,cost,-1.0
time-ablation/rules-t-60.json,,False,False,mat-mul,35,phase_1_n,5520
time-ablation/rules-t-60.json,,False,False,mat-mul,35,phase_2_n,
time-ablation/rules-t-60.json,,False,False,mat-mul,35,impr_cost,
time-ablation/rules-t-600.json,0,True,True,q-prod,36,time,0.0016908645629882812
time-ablation/rules-t-600.json,0,True,True,q-prod,36,cost,-1.0
time-ablation/rules-t-600.json,0,True,True,q-prod,36,phase_1_n,
time-ablation/rules-t-600.json,0,True,True,q-prod,36,phase_2_n,
time-ablation/rules-t-600.json,0,True,True,q-prod,36,impr_cost,
time-ablation/rules-t-600.json,0,True,True,2d-conv,37,time,0.0015873908996582031
time-ablation/rules-t-600.json,0,True,True,2d-conv,37,cost,-1.0
time-ablation/rules-t-600.json,0,True,True,2d-conv,37,phase_1_n,
time-ablation/rules-t-600.json,0,True,True,2d-conv,37,phase_2_n,
time-ablation/rules-t-600.json,0,True,True,2d-conv,37,impr_cost,
time-ablation/rules-t-600.json,0,True,True,mat-mul,38,time,0.0015516281127929688
time-ablation/rules-t-600.json,0,True,True,mat-mul,38,cost,-1.0
time-ablation/rules-t-600.json,0,True,True,mat-mul,38,phase_1_n,
time-ablation/rules-t-600.json,0,True,True,mat-mul,38,phase_2_n,
time-ablation/rules-t-600.json,0,True,True,mat-mul,38,impr_cost,
time-ablation/rules-t-600.json,0,True,False,q-prod,39,time,0.06496095657348633
time-ablation/rules-t-600.json,0,True,False,q-prod,39,cost,-1.0
time-ablation/rules-t-600.json,0,True,False,q-prod,39,phase_1_n,
time-ablation/rules-t-600.json,0,True,False,q-prod,39,phase_2_n,
time-ablation/rules-t-600.json,0,True,False,q-prod,39,impr_cost,
time-ablation/rules-t-600.json,0,True,False,2d-conv,40,time,0.06467843055725098
time-ablation/rules-t-600.json,0,True,False,2d-conv,40,cost,-1.0
time-ablation/rules-t-600.json,0,True,False,2d-conv,40,phase_1_n,
time-ablation/rules-t-600.json,0,True,False,2d-conv,40,phase_2_n,
time-ablation/rules-t-600.json,0,True,False,2d-conv,40,impr_cost,
time-ablation/rules-t-600.json,0,True,False,mat-mul,41,time,0.062346458435058594
time-ablation/rules-t-600.json,0,True,False,mat-mul,41,cost,-1.0
time-ablation/rules-t-600.json,0,True,False,mat-mul,41,phase_1_n,
time-ablation/rules-t-600.json,0,True,False,mat-mul,41,phase_2_n,
time-ablation/rules-t-600.json,0,True,False,mat-mul,41,impr_cost,
time-ablation/rules-t-600.json,0,False,True,q-prod,42,time,0.002273082733154297
time-ablation/rules-t-600.json,0,False,True,q-prod,42,cost,-1.0
time-ablation/rules-t-600.json,0,False,True,q-prod,42,phase_1_n,
time-ablation/rules-t-600.json,0,False,True,q-prod,42,phase_2_n,
time-ablation/rules-t-600.json,0,False,True,q-prod,42,impr_cost,
time-ablation/rules-t-600.json,0,False,True,2d-conv,43,time,0.001962900161743164
time-ablation/rules-t-600.json,0,False,True,2d-conv,43,cost,-1.0
time-ablation/rules-t-600.json,0,False,True,2d-conv,43,phase_1_n,
time-ablation/rules-t-600.json,0,False,True,2d-conv,43,phase_2_n,
time-ablation/rules-t-600.json,0,False,True,2d-conv,43,impr_cost,
time-ablation/rules-t-600.json,0,False,True,mat-mul,44,time,0.0019049644470214844
time-ablation/rules-t-600.json,0,False,True,mat-mul,44,cost,-1.0
time-ablation/rules-t-600.json,0,False,True,mat-mul,44,phase_1_n,
time-ablation/rules-t-600.json,0,False,True,mat-mul,44,phase_2_n,
time-ablation/rules-t-600.json,0,False,True,mat-mul,44,impr_cost,
time-ablation/rules-t-600.json,0,False,False,q-prod,45,time,0.0631108283996582
time-ablation/rules-t-600.json,0,False,False,q-prod,45,cost,-1.0
time-ablation/rules-t-600.json,0,False,False,q-prod,45,phase_1_n,
time-ablation/rules-t-600.json,0,False,False,q-prod,45,phase_2_n,
time-ablation/rules-t-600.json,0,False,False,q-prod,45,impr_cost,
time-ablation/rules-t-600.json,0,False,False,2d-conv,46,time,0.0636301040649414
time-ablation/rules-t-600.json,0,False,False,2d-conv,46,cost,-1.0
time-ablation/rules-t-600.json,0,False,False,2d-conv,46,phase_1_n,
time-ablation/rules-t-600.json,0,False,False,2d-conv,46,phase_2_n,
time-ablation/rules-t-600.json,0,False,False,2d-conv,46,impr_cost,
time-ablation/rules-t-600.json,0,False,False,mat-mul,47,time,0.060890913009643555
time-ablation/rules-t-600.json,0,False,False,mat-mul,47,cost,-1.0
time-ablation/rules-t-600.json,0,False,False,mat-mul,47,phase_1_n,
time-ablation/rules-t-600.json,0,False,False,mat-mul,47,phase_2_n,
time-ablation/rules-t-600.json,0,False,False,mat-mul,47,impr_cost,
time-ablation/rules-t-600.json,5,True,True,q-prod,48,time,0.002317190170288086
time-ablation/rules-t-600.json,5,True,True,q-prod,48,cost,-1.0
time-ablation/rules-t-600.json,5,True,True,q-prod,48,phase_1_n,
time-ablation/rules-t-600.json,5,True,True,q-prod,48,phase_2_n,
time-ablation/rules-t-600.json,5,True,True,q-prod,48,impr_cost,
time-ablation/rules-t-600.json,5,True,True,2d-conv,49,time,0.0020215511322021484
time-ablation/rules-t-600.json,5,True,True,2d-conv,49,cost,-1.0
time-ablation/rules-t-600.json,5,True,True,2d-conv,49,phase_1_n,
time-ablation/rules-t-600.json,5,True,True,2d-conv,49,phase_2_n,
time-ablation/rules-t-600.json,5,True,True,2d-conv,49,impr_cost,
time-ablation/rules-t-600.json,5,True,True,mat-mul,50,time,0.0016789436340332031
time-ablation/rules-t-600.json,5,True,True,mat-mul,50,cost,-1.0
time-ablation/rules-t-600.json,5,True,True,mat-mul,50,phase_1_n,
time-ablation/rules-t-600.json,5,True,True,mat-mul,50,phase_2_n,
time-ablation/rules-t-600.json,5,True,True,mat-mul,50,impr_cost,
time-ablation/rules-t-600.json,5,True,False,q-prod,51,time,0.06532573699951172
time-ablation/rules-t-600.json,5,True,False,q-prod,51,cost,-1.0
time-ablation/rules-t-600.json,5,True,False,q-prod,51,phase_1_n,
time-ablation/rules-t-600.json,5,True,False,q-prod,51,phase_2_n,
time-ablation/rules-t-600.json,5,True,False,q-prod,51,impr_cost,
time-ablation/rules-t-600.json,5,True,False,2d-conv,52,time,0.06433796882629395
time-ablation/rules-t-600.json,5,True,False,2d-conv,52,cost,-1.0
time-ablation/rules-t-600.json,5,True,False,2d-conv,52,phase_1_n,
time-ablation/rules-t-600.json,5,True,False,2d-conv,52,phase_2_n,
time-ablation/rules-t-600.json,5,True,False,2d-conv,52,impr_cost,
time-ablation/rules-t-600.json,5,True,False,mat-mul,53,time,0.03891348838806152
time-ablation/rules-t-600.json,5,True,False,mat-mul,53,cost,-1.0
time-ablation/rules-t-600.json,5,True,False,mat-mul,53,phase_1_n,
time-ablation/rules-t-600.json,5,True,False,mat-mul,53,phase_2_n,
time-ablation/rules-t-600.json,5,True,False,mat-mul,53,impr_cost,
time-ablation/rules-t-600.json,5,False,True,q-prod,54,time,0.0023419857025146484
time-ablation/rules-t-600.json,5,False,True,q-prod,54,cost,-1.0
time-ablation/rules-t-600.json,5,False,True,q-prod,54,phase_1_n,
time-ablation/rules-t-600.json,5,False,True,q-prod,54,phase_2_n,
time-ablation/rules-t-600.json,5,False,True,q-prod,54,impr_cost,
time-ablation/rules-t-600.json,5,False,True,2d-conv,55,time,0.0020418167114257812
time-ablation/rules-t-600.json,5,False,True,2d-conv,55,cost,-1.0
time-ablation/rules-t-600.json,5,False,True,2d-conv,55,phase_1_n,
time-ablation/rules-t-600.json,5,False,True,2d-conv,55,phase_2_n,
time-ablation/rules-t-600.json,5,False,True,2d-conv,55,impr_cost,
time-ablation/rules-t-600.json,5,False,True,mat-mul,56,time,0.001956462860107422
time-ablation/rules-t-600.json,5,False,True,mat-mul,56,cost,-1.0
time-ablation/rules-t-600.json,5,False,True,mat-mul,56,phase_1_n,
time-ablation/rules-t-600.json,5,False,True,mat-mul,56,phase_2_n,
time-ablation/rules-t-600.json,5,False,True,mat-mul,56,impr_cost,
time-ablation/rules-t-600.json,5,False,False,q-prod,57,time,0.06363725662231445
time-ablation/rules-t-600.json,5,False,False,q-prod,57,cost,-1.0
time-ablation/rules-t-600.json,5,False,False,q-prod,57,phase_1_n,
time-ablation/rules-t-600.json,5,False,False,q-prod,57,phase_2_n,
time-ablation/rules-t-600.json,5,False,False,q-prod,57,impr_cost,
time-ablation/rules-t-600.json,5,False,False,2d-conv,58,time,0.041281700134277344
time-ablation/rules-t-600.json,5,False,False,2d-conv,58,cost,-1.0
time-ablation/rules-t-600.json,5,False,False,2d-conv,58,phase_1_n,
time-ablation/rules-t-600.json,5,False,False,2d-conv,58,phase_2_n,
time-ablation/rules-t-600.json,5,False,False,2d-conv,58,impr_cost,
time-ablation/rules-t-600.json,5,False,False,mat-mul,59,time,0.06021714210510254
time-ablation/rules-t-600.json,5,False,False,mat-mul,59,cost,-1.0
time-ablation/rules-t-600.json,5,False,False,mat-mul,59,phase_1_n,
time-ablation/rules-t-600.json,5,False,False,mat-mul,59,phase_2_n,
time-ablation/rules-t-600.json,5,False,False,mat-mul,59,impr_cost,
time-ablation/rules-t-600.json,,True,True,q-prod,60,time,0.0020623207092285156
time-ablation/rules-t-600.json,,True,True,q-prod,60,cost,-1.0
time-ablation/rules-t-600.json,,True,True,q-prod,60,phase_1_n,
time-ablation/rules-t-600.json,,True,True,q-prod,60,phase_2_n,
time-ablation/rules-t-600.json,,True,True,q-prod,60,impr_cost,
time-ablation/rules-t-600.json,,True,True,2d-conv,61,time,0.0019218921661376953
time-ablation/rules-t-600.json,,True,True,2d-conv,61,cost,-1.0
time-ablation/rules-t-600.json,,True,True,2d-conv,61,phase_1_n,
time-ablation/rules-t-600.json,,True,True,2d-conv,61,phase_2_n,
time-ablation/rules-t-600.json,,True,True,2d-conv,61,impr_cost,
time-ablation/rules-t-600.json,,True,True,mat-mul,62,time,0.0019083023071289062
time-ablation/rules-t-600.json,,True,True,mat-mul,62,cost,-1.0
time-ablation/rules-t-600.json,,True,True,mat-mul,62,phase_1_n,
time-ablation/rules-t-600.json,,True,True,mat-mul,62,phase_2_n,
time-ablation/rules-t-600.json,,True,True,mat-mul,62,impr_cost,
time-ablation/rules-t-600.json,,True,False,q-prod,63,time,92.423983335495
time-ablation/rules-t-600.json,,True,False,q-prod,63,cost,-1.0
time-ablation/rules-t-600.json,,True,False,q-prod,63,phase_1_n,3460
time-ablation/rules-t-600.json,,True,False,q-prod,63,phase_2_n,
time-ablation/rules-t-600.json,,True,False,q-prod,63,impr_cost,
time-ablation/rules-t-600.json,,True,False,2d-conv,64,time,150.93844723701477
time-ablation/rules-t-600.json,,True,False,2d-conv,64,cost,-1.0
time-ablation/rules-t-600.json,,True,False,2d-conv,64,phase_1_n,3460
time-ablation/rules-t-600.json,,True,False,2d-conv,64,phase_2_n,
time-ablation/rules-t-600.json,,True,False,2d-conv,64,impr_cost,
time-ablation/rules-t-600.json,,True,False,mat-mul,65,time,3905.0698657035828
time-ablation/rules-t-600.json,,True,False,mat-mul,65,cost,4.156000000000001
time-ablation/rules-t-600.json,,True,False,mat-mul,65,phase_1_n,0
time-ablation/rules-t-600.json,,True,False,mat-mul,65,phase_2_n,
time-ablation/rules-t-600.json,,True,False,mat-mul,65,impr_cost,
time-ablation/rules-t-600.json,,False,True,q-prod,66,time,0.016291141510009766
time-ablation/rules-t-600.json,,False,True,q-prod,66,cost,-1.0
time-ablation/rules-t-600.json,,False,True,q-prod,66,phase_1_n,
time-ablation/rules-t-600.json,,False,True,q-prod,66,phase_2_n,
time-ablation/rules-t-600.json,,False,True,q-prod,66,impr_cost,
time-ablation/rules-t-600.json,,False,True,2d-conv,67,time,0.001722574234008789
time-ablation/rules-t-600.json,,False,True,2d-conv,67,cost,-1.0
time-ablation/rules-t-600.json,,False,True,2d-conv,67,phase_1_n,
time-ablation/rules-t-600.json,,False,True,2d-conv,67,phase_2_n,
time-ablation/rules-t-600.json,,False,True,2d-conv,67,impr_cost,
time-ablation/rules-t-600.json,,False,True,mat-mul,68,time,0.0016150474548339844
time-ablation/rules-t-600.json,,False,True,mat-mul,68,cost,-1.0
time-ablation/rules-t-600.json,,False,True,mat-mul,68,phase_1_n,
time-ablation/rules-t-600.json,,False,True,mat-mul,68,phase_2_n,
time-ablation/rules-t-600.json,,False,True,mat-mul,68,impr_cost,
time-ablation/rules-t-600.json,,False,False,q-prod,69,time,86.00734877586365
time-ablation/rules-t-600.json,,False,False,q-prod,69,cost,-1.0
time-ablation/rules-t-600.json,,False,False,q-prod,69,phase_1_n,3460
time-ablation/rules-t-600.json,,False,False,q-prod,69,phase_2_n,
time-ablation/rules-t-600.json,,False,False,q-prod,69,impr_cost,
time-ablation/rules-t-600.json,,False,False,2d-conv,70,time,79.64864993095398
time-ablation/rules-t-600.json,,False,False,2d-conv,70,cost,-1.0
time-ablation/rules-t-600.json,,False,False,2d-conv,70,phase_1_n,3460
time-ablation/rules-t-600.json,,False,False,2d-conv,70,phase_2_n,
time-ablation/rules-t-600.json,,False,False,2d-conv,70,impr_cost,
time-ablation/rules-t-600.json,,False,False,mat-mul,71,time,3046.8303792476654
time-ablation/rules-t-600.json,,False,False,mat-mul,71,cost,-1.0
time-ablation/rules-t-600.json,,False,False,mat-mul,71,phase_1_n,3460
time-ablation/rules-t-600.json,,False,False,mat-mul,71,phase_2_n,
time-ablation/rules-t-600.json,,False,False,mat-mul,71,impr_cost,
time-ablation/rules-t-6000.json,0,True,True,q-prod,72,time,0.017752885818481445
time-ablation/rules-t-6000.json,0,True,True,q-prod,72,cost,-1.0
time-ablation/rules-t-6000.json,0,True,True,q-prod,72,phase_1_n,
time-ablation/rules-t-6000.json,0,True,True,q-prod,72,phase_2_n,
time-ablation/rules-t-6000.json,0,True,True,q-prod,72,impr_cost,
time-ablation/rules-t-6000.json,0,True,True,2d-conv,73,time,0.0019001960754394531
time-ablation/rules-t-6000.json,0,True,True,2d-conv,73,cost,-1.0
time-ablation/rules-t-6000.json,0,True,True,2d-conv,73,phase_1_n,
time-ablation/rules-t-6000.json,0,True,True,2d-conv,73,phase_2_n,
time-ablation/rules-t-6000.json,0,True,True,2d-conv,73,impr_cost,
time-ablation/rules-t-6000.json,0,True,True,mat-mul,74,time,0.0015680789947509766
time-ablation/rules-t-6000.json,0,True,True,mat-mul,74,cost,-1.0
time-ablation/rules-t-6000.json,0,True,True,mat-mul,74,phase_1_n,
time-ablation/rules-t-6000.json,0,True,True,mat-mul,74,phase_2_n,
time-ablation/rules-t-6000.json,0,True,True,mat-mul,74,impr_cost,
time-ablation/rules-t-6000.json,0,True,False,q-prod,75,time,0.06014847755432129
time-ablation/rules-t-6000.json,0,True,False,q-prod,75,cost,-1.0
