rules,cost-filter,sub-prog,bench,id,variable,value
time-ablation/rules-t-600.json,,False,q-prod,11,phase_1_n,3342
time-ablation/rules-t-600.json,,False,q-prod,11,phase_2_n,
time-ablation/rules-t-600.json,,False,q-prod,11,phase_3_n,
time-ablation/rules-t-600.json,,False,q-prod,11,impr_cost,
time-ablation/rules-t-6000.json,0,True,q-prod,12,time,0.0745234489440918
time-ablation/rules-t-6000.json,0,True,q-prod,12,cost,313.884
time-ablation/rules-t-6000.json,0,True,q-prod,12,phase_1_n,11
time-ablation/rules-t-6000.json,0,True,q-prod,12,phase_2_n,5
time-ablation/rules-t-6000.json,0,True,q-prod,12,phase_3_n,1
time-ablation/rules-t-6000.json,0,True,q-prod,12,impr_cost,
time-ablation/rules-t-6000.json,0,False,q-prod,13,time,0.054270267486572266
time-ablation/rules-t-6000.json,0,False,q-prod,13,cost,313.884
time-ablation/rules-t-6000.json,0,False,q-prod,13,phase_1_n,11
time-ablation/rules-t-6000.json,0,False,q-prod,13,phase_2_n,5
time-ablation/rules-t-6000.json,0,False,q-prod,13,phase_3_n,1
time-ablation/rules-t-6000.json,0,False,q-prod,13,impr_cost,
time-ablation/rules-t-6000.json,5,True,q-prod,14,time,0.05355501174926758
time-ablation/rules-t-6000.json,5,True,q-prod,14,cost,316.359
time-ablation/rules-t-6000.json,5,True,q-prod,14,phase_1_n,0
time-ablation/rules-t-6000.json,5,True,q-prod,14,phase_2_n,5
time-ablation/rules-t-6000.json,5,True,q-prod,14,phase_3_n,0
time-ablation/rules-t-6000.json,5,True,q-prod,14,impr_cost,
time-ablation/rules-t-6000.json,5,False,q-prod,15,time,0.053407907485961914
time-ablation/rules-t-6000.json,5,False,q-prod,15,cost,316.359
time-ablation/rules-t-6000.json,5,False,q-prod,15,phase_1_n,0
time-ablation/rules-t-6000.json,5,False,q-prod,15,phase_2_n,5
time-ablation/rules-t-6000.json,5,False,q-prod,15,phase_3_n,0
time-ablation/rules-t-6000.json,5,False,q-prod,15,impr_cost,
time-ablation/rules-t-6000.json,,True,q-prod,16,time,176.76426935195923
time-ablation/rules-t-6000.json,,True,q-prod,16,cost,-1.0
time-ablation/rules-t-6000.json,,True,q-prod,16,phase_1_n,4552
time-ablation/rules-t-6000.json,,True,q-prod,16,phase_2_n,
time-ablation/rules-t-6000.json,,True,q-prod,16,phase_3_n,
time-ablation/rules-t-6000.json,,True,q-prod,16,impr_cost,
time-ablation/rules-t-6000.json,,False,q-prod,17,time,270.36250591278076
time-ablation/rules-t-6000.json,,False,q-prod,17,cost,-1.0
time-ablation/rules-t-6000.json,,False,q-prod,17,phase_1_n,4552
time-ablation/rules-t-6000.json,,False,q-prod,17,phase_2_n,
time-ablation/rules-t-6000.json,,False,q-prod,17,phase_3_n,
time-ablation/rules-t-6000.json,,False,q-prod,17,impr_cost,
time-ablation/rules-t-60000.json,0,True,q-prod,18,time,2.8847765922546387
time-ablation/rules-t-60000.json,0,True,q-prod,18,cost,76.619
time-ablation/rules-t-60000.json,0,True,q-prod,18,phase_1_n,130
time-ablation/rules-t-60000.json,0,True,q-prod,18,phase_2_n,254
time-ablation/rules-t-60000.json,0,True,q-prod,18,phase_3_n,6
time-ablation/rules-t-60000.json,0,True,q-prod,18,impr_cost,
time-ablation/rules-t-60000.json,0,False,q-prod,19,time,2.848633289337158
time-ablation/rules-t-60000.json,0,False,q-prod,19,cost,76.619
time-ablation/rules-t-60000.json,0,False,q-prod,19,phase_1_n,130
time-ablation/rules-t-60000.json,0,False,q-prod,19,phase_2_n,254
time-ablation/rules-t-60000.json,0,False,q-prod,19,phase_3_n,6
time-ablation/rules-t-60000.json,0,False,q-prod,19,impr_cost,
time-ablation/rules-t-60000.json,5,True,q-prod,20,time,2.823408842086792
time-ablation/rules-t-60000.json,5,True,q-prod,20,cost,81.05800000000002
time-ablation/rules-t-60000.json,5,True,q-prod,20,phase_1_n,1
time-ablation/rules-t-60000.json,5,True,q-prod,20,phase_2_n,254
time-ablation/rules-t-60000.json,5,True,q-prod,20,phase_3_n,0
time-ablation/rules-t-60000.json,5,True,q-prod,20,impr_cost,
time-ablation/rules-t-60000.json,5,False,q-prod,21,time,2.8389601707458496
time-ablation/rules-t-60000.json,5,False,q-prod,21,cost,81.05800000000002
time-ablation/rules-t-60000.json,5,False,q-prod,21,phase_1_n,1
time-ablation/rules-t-60000.json,5,False,q-prod,21,phase_2_n,254
time-ablation/rules-t-60000.json,5,False,q-prod,21,phase_3_n,0
time-ablation/rules-t-60000.json,5,False,q-prod,21,impr_cost,
time-ablation/rules-t-60000.json,,True,q-prod,22,time,715.935807466507
time-ablation/rules-t-60000.json,,True,q-prod,22,cost,606.5590000000001
time-ablation/rules-t-60000.json,,True,q-prod,22,phase_1_n,186877
time-ablation/rules-t-60000.json,,True,q-prod,22,phase_2_n,1426
time-ablation/rules-t-60000.json,,True,q-prod,22,phase_3_n,124
time-ablation/rules-t-60000.json,,True,q-prod,22,impr_cost,
time-ablation/rules-t-60000.json,,False,q-prod,23,time,715.4556567668915
time-ablation/rules-t-60000.json,,False,q-prod,23,cost,606.5590000000001
time-ablation/rules-t-60000.json,,False,q-prod,23,phase_1_n,186877
time-ablation/rules-t-60000.json,,False,q-prod,23,phase_2_n,1426
time-ablation/rules-t-60000.json,,False,q-prod,23,phase_3_n,124
time-ablation/rules-t-60000.json,,False,q-prod,23,impr_cost,
time-ablation/rules-t-100000.json,0,True,q-prod,24,time,0.08532595634460449
time-ablation/rules-t-100000.json,0,True,q-prod,24,cost,313.884
time-ablation/rules-t-100000.json,0,True,q-prod,24,phase_1_n,35
time-ablation/rules-t-100000.json,0,True,q-prod,24,phase_2_n,5
time-ablation/rules-t-100000.json,0,True,q-prod,24,phase_3_n,1
time-ablation/rules-t-100000.json,0,True,q-prod,24,impr_cost,
time-ablation/rules-t-100000.json,0,False,q-prod,25,time,0.057604312896728516
time-ablation/rules-t-100000.json,0,False,q-prod,25,cost,313.884
time-ablation/rules-t-100000.json,0,False,q-prod,25,phase_1_n,35
time-ablation/rules-t-100000.json,0,False,q-prod,25,phase_2_n,5
time-ablation/rules-t-100000.json,0,False,q-prod,25,phase_3_n,1
time-ablation/rules-t-100000.json,0,False,q-prod,25,impr_cost,
time-ablation/rules-t-100000.json,5,True,q-prod,26,time,0.05611467361450195
time-ablation/rules-t-100000.json,5,True,q-prod,26,cost,316.359
time-ablation/rules-t-100000.json,5,True,q-prod,26,phase_1_n,0
time-ablation/rules-t-100000.json,5,True,q-prod,26,phase_2_n,5
time-ablation/rules-t-100000.json,5,True,q-prod,26,phase_3_n,0
time-ablation/rules-t-100000.json,5,True,q-prod,26,impr_cost,
time-ablation/rules-t-100000.json,5,False,q-prod,27,time,0.05653119087219238
time-ablation/rules-t-100000.json,5,False,q-prod,27,cost,316.359
time-ablation/rules-t-100000.json,5,False,q-prod,27,phase_1_n,0
time-ablation/rules-t-100000.json,5,False,q-prod,27,phase_2_n,5
time-ablation/rules-t-100000.json,5,False,q-prod,27,phase_3_n,0
time-ablation/rules-t-100000.json,5,False,q-prod,27,impr_cost,
time-ablation/rules-t-100000.json,,True,q-prod,28,time,247.85495829582214
time-ablation/rules-t-100000.json,,True,q-prod,28,cost,-1.0
time-ablation/rules-t-100000.json,,True,q-prod,28,phase_1_n,4906
time-ablation/rules-t-100000.json,,True,q-prod,28,phase_2_n,
time-ablation/rules-t-100000.json,,True,q-prod,28,phase_3_n,
time-ablation/rules-t-100000.json,,True,q-prod,28,impr_cost,
time-ablation/rules-t-100000.json,,False,q-prod,29,time,258.9422962665558
time-ablation/rules-t-100000.json,,False,q-prod,29,cost,-1.0
time-ablation/rules-t-100000.json,,False,q-prod,29,phase_1_n,4906
time-ablation/rules-t-100000.json,,False,q-prod,29,phase_2_n,
time-ablation/rules-t-100000.json,,False,q-prod,29,phase_3_n,
time-ablation/rules-t-100000.json,,False,q-prod,29,impr_cost,
time-ablation/rules-t-200000.json,0,True,q-prod,30,time,0.07861852645874023
time-ablation/rules-t-200000.json,0,True,q-prod,30,cost,313.884
time-ablation/rules-t-200000.json,0,True,q-prod,30,phase_1_n,41
time-ablation/rules-t-200000.json,0,True,q-prod,30,phase_2_n,6
time-ablation/rules-t-200000.json,0,True,q-prod,30,phase_3_n,1
time-ablation/rules-t-200000.json,0,True,q-prod,30,impr_cost,
time-ablation/rules-t-200000.json,0,False,q-prod,31,time,0.05770707130432129
time-ablation/rules-t-200000.json,0,False,q-prod,31,cost,313.884
time-ablation/rules-t-200000.json,0,False,q-prod,31,phase_1_n,41
time-ablation/rules-t-200000.json,0,False,q-prod,31,phase_2_n,6
time-ablation/rules-t-200000.json,0,False,q-prod,31,phase_3_n,1
time-ablation/rules-t-200000.json,0,False,q-prod,31,impr_cost,
time-ablation/rules-t-200000.json,5,True,q-prod,32,time,0.05712890625
time-ablation/rules-t-200000.json,5,True,q-prod,32,cost,316.359
time-ablation/rules-t-200000.json,5,True,q-prod,32,phase_1_n,0
time-ablation/rules-t-200000.json,5,True,q-prod,32,phase_2_n,6
time-ablation/rules-t-200000.json,5,True,q-prod,32,phase_3_n,0
time-ablation/rules-t-200000.json,5,True,q-prod,32,impr_cost,
time-ablation/rules-t-200000.json,5,False,q-prod,33,time,0.0569920539855957
time-ablation/rules-t-200000.json,5,False,q-prod,33,cost,316.359
time-ablation/rules-t-200000.json,5,False,q-prod,33,phase_1_n,0
time-ablation/rules-t-200000.json,5,False,q-prod,33,phase_2_n,6
time-ablation/rules-t-200000.json,5,False,q-prod,33,phase_3_n,0
time-ablation/rules-t-200000.json,5,False,q-prod,33,impr_cost,
time-ablation/rules-t-200000.json,,True,q-prod,34,time,253.83428573608398
time-ablation/rules-t-200000.json,,True,q-prod,34,cost,-1.0
time-ablation/rules-t-200000.json,,True,q-prod,34,phase_1_n,4850
time-ablation/rules-t-200000.json,,True,q-prod,34,phase_2_n,
time-ablation/rules-t-200000.json,,True,q-prod,34,phase_3_n,
time-ablation/rules-t-200000.json,,True,q-prod,34,impr_cost,
time-ablation/rules-t-200000.json,,False,q-prod,35,time,412.65132880210876
time-ablation/rules-t-200000.json,,False,q-prod,35,cost,-1.0
time-ablation/rules-t-200000.json,,False,q-prod,35,phase_1_n,4850
time-ablation/rules-t-200000.json,,False,q-prod,35,phase_2_n,
time-ablation/rules-t-200000.json,,False,q-prod,35,phase_3_n,
time-ablation/rules-t-200000.json,,False,q-prod,35,impr_cost,
,0,True,q-prod,36,time,0.019153594970703125
,0,True,q-prod,36,cost,nan
,0,True,q-prod,36,phase_1_n,
,0,True,q-prod,36,phase_2_n,
,0,True,q-prod,36,phase_3_n,
,0,True,q-prod,36,impr_cost,
,0,False,q-prod,37,time,0.003094911575317383
,0,False,q-prod,37,cost,nan
,0,False,q-prod,37,phase_1_n,
,0,False,q-prod,37,phase_2_n,
,0,False,q-prod,37,phase_3_n,
,0,False,q-prod,37,impr_cost,
,5,True,q-prod,38,time,0.0028612613677978516
,5,True,q-prod,38,cost,nan
,5,True,q-prod,38,phase_1_n,
,5,True,q-prod,38,phase_2_n,
,5,True,q-prod,38,phase_3_n,
,5,True,q-prod,38,impr_cost,
,5,False,q-prod,39,time,0.0029425621032714844
,5,False,q-prod,39,cost,nan
,5,False,q-prod,39,phase_1_n,
,5,False,q-prod,39,phase_2_n,
,5,False,q-prod,39,phase_3_n,
,5,False,q-prod,39,impr_cost,
,,True,q-prod,40,time,0.002918243408203125
,,True,q-prod,40,cost,nan
,,True,q-prod,40,phase_1_n,
,,True,q-prod,40,phase_2_n,
,,True,q-prod,40,phase_3_n,
,,True,q-prod,40,impr_cost,
,,False,q-prod,41,time,0.00296783447265625
,,False,q-prod,41,cost,nan
,,False,q-prod,41,phase_1_n,
,,False,q-prod,41,phase_2_n,
,,False,q-prod,41,phase_3_n,
,,False,q-prod,41,impr_cost,
