iteration,name,n_apps,bef_size,bef_class,bef_cost,aft_size,aft_class,aft_cost,diff_cost
0,ruler_119471_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119472_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119473_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119474_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119475_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119476_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119477_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119478_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_119479_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121429_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121430_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121431_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121432_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121433_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121434_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121435_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121436_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121437_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121438_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121439_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121440_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121441_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121442_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121443_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121444_lr,0,316,171,602.76,316,171,602.76,0
0,ruler_121629_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121630_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121631_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121632_lr-rev,0,316,171,602.76,316,171,602.76,0
0,ruler_121635_lr,0,316,171,602.76,316,171,602.76,0
